Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;Übrige;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
047;Hannover-Land II;NI;Brief;0;66622;498;66124;17981;27440;3288;3934;1251;8930;0;803;572;1000;0;388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;448;66174;16033;23502;3489;6422;1546;11715;0;671;480;915;49;295;45;58;0;0;0;15;0;0;13;0;0;59;0;34;0;526;0;0;0;0;0;13;0;0;0;134;0;160
048;Hildesheim;NI;Brief;0;55266;377;54889;15044;20588;2522;3783;1822;9302;0;492;0;0;0;496;110;0;0;0;0;0;0;0;0;0;0;0;0;0;638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;318;54948;13457;18698;2711;5075;1676;10548;0;370;431;744;41;266;58;68;0;0;0;12;0;0;13;0;0;34;0;52;0;498;0;0;0;0;0;11;0;0;0;81;0;104
049;Salzgitter – Wolfenbüttel;NI;Brief;0;47387;412;46975;13894;18014;2878;2852;1836;5907;0;565;0;0;0;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;262;47125;11827;17177;2923;4286;1319;6980;0;474;364;746;56;174;27;41;0;0;0;4;0;0;5;0;0;30;0;40;0;422;0;0;0;0;0;13;0;0;0;133;0;84
050;Braunschweig;NI;Brief;0;59233;287;58946;14001;21247;2007;3923;2023;13261;0;489;0;0;0;0;156;322;0;0;0;37;0;0;0;0;0;0;0;0;539;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;908;206;59027;11510;17374;2095;5990;2528;15942;0;365;709;654;31;297;75;125;0;0;0;21;0;0;17;0;0;88;0;45;0;477;0;0;0;0;0;21;0;0;0;170;0;493
051;Helmstedt – Wolfsburg;NI;Brief;0;44472;371;44101;11998;19180;2753;3224;1140;4495;0;734;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357;238;44234;11177;15947;2745;4352;1112;6288;0;432;381;673;52;158;84;39;0;0;0;6;0;0;22;0;0;29;0;45;0;437;0;0;0;0;0;14;0;0;0;99;0;142
052;Goslar – Northeim – Osterode;NI;Brief;0;50531;394;50137;17717;18195;2658;2890;1232;6050;0;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;285;50246;12821;18900;2842;4822;1444;6815;0;500;365;733;51;140;37;46;0;0;0;11;0;0;6;0;0;35;0;34;0;468;0;0;0;0;0;11;0;0;0;65;0;100
053;Göttingen;NI;Brief;0;60770;608;60162;16872;18048;0;5439;2824;15662;0;0;0;0;0;0;0;0;0;0;0;71;0;0;87;0;0;0;0;0;917;0;0;0;0;0;242;0;0;0;0;0;0;0;0;0;0;0;0;295;60475;13648;18698;2364;5971;2917;13857;0;502;515;669;55;163;55;58;0;0;0;17;0;0;23;0;0;47;0;54;0;506;0;0;0;0;0;34;0;0;0;109;0;213
054;Bremen I;HB;Brief;0;93469;442;93027;21483;27787;2695;6774;7108;21624;0;939;1316;1219;0;0;189;0;0;0;0;70;0;0;0;0;0;245;0;0;891;0;0;0;0;0;0;0;0;0;687;0;0;0;0;0;0;0;0;282;93187;17613;26969;3006;9184;7447;24033;0;782;905;1041;45;0;124;127;0;0;0;38;0;79;0;0;0;155;0;0;0;803;0;0;0;0;0;0;0;0;0;389;0;447
055;Bremen II – Bremerhaven;HB;Brief;0;58897;479;58418;12978;21516;3207;3061;4349;9822;0;739;983;0;0;396;208;283;0;0;0;44;0;0;0;0;0;203;0;0;629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;58614;10700;20906;3311;4787;3729;11356;0;602;720;973;68;0;92;120;0;0;0;25;0;69;0;0;0;98;0;0;0;497;0;0;0;0;0;0;0;0;0;336;0;225
056;Prignitz – Ostprignitz-Ruppin – Havelland I;BB;Brief;0;36125;275;35850;7367;12429;4748;2194;3696;2152;0;1449;715;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397;212;35913;5974;13173;4539;2771;3162;3062;0;932;368;793;97;154;30;0;0;0;0;33;0;0;36;0;0;39;0;0;0;448;0;0;0;0;0;0;0;0;0;63;164;75
057;Uckermark – Barnim I;BB;Brief;0;43425;397;43028;8077;13260;5550;3957;4864;3158;0;1426;718;0;0;255;166;0;0;0;0;0;0;0;0;0;0;0;0;0;692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;905;357;43068;6723;14599;5575;3635;4503;3806;0;1135;482;1015;117;145;100;0;0;0;0;34;0;0;75;0;0;57;0;0;0;601;0;0;0;0;0;0;0;0;0;120;262;84
058;Oberhavel – Havelland II;BB;Brief;0;74541;724;73817;16271;20184;7546;6795;6408;8849;0;3586;1720;0;0;906;450;0;0;0;0;0;0;0;0;0;0;0;0;0;1102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;74002;13421;22834;7643;7817;4964;9543;0;2150;902;2244;127;415;180;0;0;0;0;36;0;0;59;0;0;92;0;0;0;834;0;0;0;0;0;0;0;0;0;196;330;215
059;Märkisch-Oderland – Barnim II;BB;Brief;0;65362;663;64699;15558;17021;7606;4619;9588;5189;0;0;1599;0;0;0;316;0;0;0;0;0;0;0;263;0;0;0;0;0;1231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1709;552;64810;9956;20076;7752;5516;7588;6038;0;2487;876;1906;130;244;153;0;0;0;0;36;0;0;171;0;0;84;0;0;0;943;0;0;0;0;0;0;0;0;0;180;464;210
060;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;BB;Brief;0;47026;449;46577;9694;15628;5034;2875;4502;3700;0;2150;830;0;0;284;139;0;0;0;0;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;0;0;0;436;0;0;0;0;0;0;0;0;673;356;46670;7251;16669;4991;3895;4174;4830;0;1368;523;1154;94;185;91;0;0;0;0;33;0;0;71;0;0;60;0;0;0;612;0;0;0;0;0;0;0;0;0;126;403;140
061;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;BB;Brief;0;79683;535;79148;11404;27739;4547;7053;6275;16109;0;1615;1365;0;0;0;360;0;0;0;0;0;0;0;179;0;0;200;0;0;1025;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;0;0;804;453;79230;11588;21898;5083;8478;8343;16611;0;1422;1089;1844;69;254;258;0;0;0;0;28;0;0;133;0;0;179;0;0;0;1026;0;0;0;0;0;0;0;0;0;192;281;454
062;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;BB;Brief;0;67417;579;66838;14177;18249;7526;5161;6922;5861;0;3236;0;2515;0;449;178;0;0;0;0;0;0;0;175;0;0;0;0;0;932;0;0;0;0;0;0;0;0;0;0;0;0;0;806;0;0;0;651;502;66915;11597;20510;7750;6749;5786;6832;0;2254;726;2129;145;329;139;0;0;0;0;39;0;0;119;0;0;89;0;0;0;877;0;0;0;0;0;0;0;0;0;226;427;192
063;Frankfurt (Oder) – Oder-Spree;BB;Brief;0;45727;394;45333;7755;13516;6556;3152;5998;3605;0;1840;1057;0;0;0;304;0;0;0;0;125;0;0;0;0;0;0;0;0;881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544;348;45379;6559;15082;5976;4080;4927;3896;0;1338;603;1112;108;143;130;0;0;0;0;60;0;0;72;0;0;53;0;0;0;701;0;0;0;0;0;0;0;0;0;120;282;137
064;Cottbus – Spree-Neiße;BB;Brief;0;46721;501;46220;8595;13509;7572;4640;5185;2358;0;1408;1278;0;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;935;0;0;0;0;0;0;0;0;518;0;0;0;0;0;0;0;0;0;428;46293;6764;15002;7135;5339;4153;3292;0;1166;625;915;97;136;50;0;0;0;0;29;0;0;113;0;0;51;0;0;0;707;0;0;0;0;0;0;0;0;0;145;427;147
065;Elbe-Elster – Oberspreewald-Lausitz II;BB;Brief;0;34182;400;33782;5910;9448;5313;3407;3567;1577;0;1628;628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570;0;0;0;0;0;0;0;0;1645;0;0;0;0;0;0;0;0;89;307;33875;5478;10999;5507;3350;2776;1837;0;1162;359;727;134;117;41;0;0;0;0;28;0;0;20;0;0;26;0;0;0;430;0;0;0;0;0;0;0;0;0;51;787;46
066;Altmark;ST;Brief;0;29475;218;29257;6431;9036;3751;2565;3363;1718;0;1632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;154;29321;6227;8910;3675;2716;3119;2155;0;995;173;284;46;72;26;0;0;0;241;24;0;0;0;0;0;23;120;28;0;442;0;0;0;0;0;0;0;0;0;0;0;45
067;Börde – Jerichower Land;ST;Brief;0;45849;366;45483;11824;13584;5807;3877;4247;2623;0;1173;0;707;0;0;0;0;0;0;1004;0;0;0;0;0;0;0;0;0;637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;45613;10696;13634;5735;4420;4260;3035;0;975;320;595;72;119;34;0;0;0;650;41;0;0;0;0;0;41;251;79;0;585;0;0;0;0;0;0;0;0;0;0;0;71
068;Harz;ST;Brief;0;46422;367;46055;13710;12958;4926;3363;5558;2734;0;1791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;248;46174;10862;14231;5004;4287;4778;3287;0;1051;289;511;73;116;21;0;0;0;529;43;0;0;0;0;0;43;251;50;0;684;0;0;0;0;0;0;0;0;0;0;0;64
069;Magdeburg;ST;Brief;0;68110;455;67655;15445;18101;6125;5572;6821;7929;0;1102;864;0;0;0;169;0;0;0;2101;106;0;0;0;0;0;0;974;0;710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1636;340;67770;12811;19267;6115;6761;7583;8860;0;938;720;612;117;282;105;0;0;0;1466;86;0;0;0;0;0;133;826;119;0;658;0;0;0;0;0;0;0;0;0;0;0;311
070;Dessau – Wittenberg;ST;Brief;0;39471;346;39125;14729;7808;4764;2686;3235;3690;0;1204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;255;39216;9726;11263;4729;3742;3669;3018;0;942;275;388;61;132;21;0;0;0;364;37;0;0;0;0;0;43;209;50;0;489;0;0;0;0;0;0;0;0;0;0;0;58
071;Anhalt;ST;Brief;0;42307;426;41881;10411;9727;6302;3410;7474;1877;0;1681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;306;42001;9686;11603;5834;4113;5034;2256;0;1034;266;560;78;96;28;0;0;0;500;35;0;0;0;0;0;36;285;64;0;443;0;0;0;0;0;0;0;0;0;0;0;50
072;Halle;ST;Brief;0;58562;441;58121;11847;18658;5302;4732;8455;6053;0;1318;883;0;0;0;0;0;0;0;0;174;0;0;0;0;0;0;0;0;699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;58221;10336;14762;5143;6165;7395;9842;0;1018;587;603;62;219;87;0;0;0;611;76;0;0;0;0;0;104;303;95;0;643;0;0;0;0;0;0;0;0;0;0;0;170
073;Burgenland – Saalekreis;ST;Brief;0;42627;412;42215;12656;10578;6884;4122;4936;1748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;42386;10129;11229;6669;4616;4184;2194;0;548;327;482;101;125;26;0;0;0;458;45;0;0;0;0;0;44;308;75;0;764;0;0;0;0;0;0;0;0;0;0;0;62
074;Mansfeld;ST;Brief;0;42245;411;41834;11512;10917;6919;3837;4933;1517;0;1434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292;41953;9902;11590;6490;4411;4308;2013;0;821;281;503;79;94;21;0;0;0;426;41;0;0;0;0;0;39;237;53;0;590;0;0;0;0;0;0;0;0;0;0;0;54
075;Berlin-Mitte;BE;Brief;0;64895;506;64389;9763;13379;2532;3831;8654;21452;0;0;1300;1209;0;358;99;0;0;0;0;80;0;0;0;0;0;182;0;0;669;0;0;0;0;0;45;0;0;0;741;0;0;0;0;0;0;0;95;408;64487;8319;12945;2540;5434;8616;21635;0;287;1030;1079;27;231;102;62;0;0;0;31;94;0;85;435;16;132;0;125;17;0;0;0;0;0;0;35;0;0;0;579;0;631
076;Berlin-Pankow;BE;Brief;0;64572;472;64100;12840;10097;6446;2068;9172;17799;0;622;1599;2027;0;435;181;0;0;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;144;0;0;0;456;0;0;0;0;0;0;0;0;373;64199;12352;9839;6610;2475;9077;17287;0;551;1408;1876;24;292;135;52;0;0;0;26;138;0;158;706;21;119;0;155;21;0;0;0;0;0;0;111;0;0;0;222;0;544
077;Berlin-Reinickendorf;BE;Brief;0;51434;691;50743;16716;12128;4210;3678;2034;7269;0;1068;659;1535;0;0;134;0;0;0;0;0;0;0;0;948;0;0;0;0;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;50856;15022;11892;4216;4713;2051;8189;0;749;561;1450;39;138;72;34;0;0;0;13;116;0;29;882;7;72;0;60;10;0;0;0;0;0;0;31;0;0;0;299;0;211
078;Berlin-Spandau – Charlottenburg Nord;BE;Brief;0;53091;886;52205;13616;17946;3615;4378;2511;6383;0;0;914;1896;0;0;139;0;0;0;0;33;0;0;0;0;0;0;0;0;501;0;0;0;99;0;75;0;0;0;0;0;0;0;0;0;0;0;99;813;52278;12716;15063;3742;5179;2418;8029;0;425;750;1721;37;170;108;47;0;0;0;17;167;0;19;774;19;85;0;76;7;0;0;0;0;0;0;50;0;0;0;415;0;244
079;Berlin-Steglitz-Zehlendorf;BE;Brief;0;89922;785;89137;28124;21554;3633;7661;3438;19643;0;686;915;1880;0;314;208;0;0;0;0;0;203;0;0;0;0;0;0;0;795;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;738;89184;23130;21703;3888;11081;3833;20044;0;613;768;1609;27;236;154;66;0;0;0;7;177;0;26;651;26;112;0;88;7;0;0;0;0;0;0;53;0;0;0;347;0;538
080;Berlin-Charlottenburg-Wilmersdorf;BE;Brief;0;66898;454;66444;17987;17204;2677;5177;3235;16764;0;530;716;1170;0;206;94;0;0;0;0;0;0;0;0;0;0;120;0;0;459;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;62;422;66476;15990;14676;2990;7138;3845;18013;0;388;627;1034;12;172;83;33;0;0;0;6;52;0;37;367;18;108;0;69;10;0;0;0;0;0;0;32;0;0;0;292;0;484
081;Berlin-Tempelhof-Schöneberg;BE;Brief;0;86405;841;85564;20875;22657;3603;5656;4435;22931;0;741;1072;1991;0;402;229;0;0;0;0;0;0;143;0;0;0;0;0;0;756;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;826;85579;17580;21076;3989;7863;5869;22844;0;622;910;1778;31;275;168;70;0;0;0;18;158;0;63;725;27;96;0;124;16;0;0;0;0;0;0;53;0;0;0;636;0;588
082;Berlin-Neukölln;BE;Brief;0;62237;744;61493;12829;15462;3521;3758;7650;13650;0;0;1149;1838;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;456;0;0;0;0;0;53;0;623;0;0;0;0;152;0;0;0;0;290;606;61631;11408;14565;3506;4331;6955;15638;0;351;883;1435;37;195;101;42;0;0;0;37;139;0;58;580;31;85;0;143;15;0;0;0;0;0;0;51;0;0;0;711;0;334
083;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;BE;Brief;0;71560;404;71156;6224;10874;2360;3387;11779;29270;0;0;3907;1348;0;397;125;0;0;0;0;67;0;0;0;0;0;239;0;202;612;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;260;352;71208;5926;11928;2465;3962;12427;28699;0;273;1711;1232;19;311;100;74;0;0;0;39;88;0;101;378;15;174;0;182;13;0;0;0;0;0;0;23;0;0;0;436;0;632
084;Berlin-Treptow-Köpenick;BE;Brief;0;71645;590;71055;10036;10990;5544;3869;27601;7767;0;1147;1038;1928;0;0;260;0;0;0;0;71;0;0;0;0;0;0;0;0;624;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;628;71017;9749;17743;6088;5531;12111;12430;0;982;1265;1948;108;237;160;79;0;0;0;37;261;0;132;1053;36;158;0;112;12;0;0;0;0;0;0;118;0;0;0;297;0;370
085;Berlin-Marzahn-Hellersdorf;BE;Brief;0;58613;877;57736;19031;8261;5940;2306;14263;3849;0;0;1057;2258;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;598;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;894;57719;10472;14324;6707;4040;10323;5409;0;535;877;2059;115;209;63;54;0;0;0;45;338;0;165;1141;36;116;0;87;22;0;0;0;0;0;0;91;0;0;0;228;0;263
086;Berlin-Lichtenberg;BE;Brief;0;62978;641;62337;7881;12265;5029;3575;17690;9489;0;1099;1717;2591;0;0;143;0;0;0;0;86;0;0;0;0;0;0;0;0;677;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;572;62406;7541;15114;5218;4182;12284;10789;0;803;1256;2033;103;283;113;59;0;0;0;51;342;0;182;1009;39;145;0;98;21;0;0;0;0;0;0;60;0;0;0;247;0;434
087;Aachen I;NW;Brief;0;73588;410;73178;19191;16800;1647;5870;2734;23966;0;454;1544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;206;73382;16818;15841;1689;8334;3316;23417;0;289;814;553;13;251;101;68;0;0;0;11;39;0;12;0;0;133;0;37;4;520;22;0;0;0;35;10;14;35;0;222;0;784
088;Aachen II;NW;Brief;0;79836;615;79221;26867;27999;3904;5323;1829;10134;0;1164;1268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462;79374;24322;25917;3814;8367;2257;10190;0;584;736;1175;69;246;90;54;0;0;0;9;98;0;10;0;0;48;0;37;4;621;18;0;0;0;106;9;25;115;0;221;0;232
089;Heinsberg;NW;Brief;0;60885;474;60411;25315;15390;2920;4299;1291;7164;0;1115;2291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;60506;20358;16679;3073;6812;1766;7787;0;697;848;983;53;173;40;59;0;0;0;8;93;0;2;0;0;30;0;39;5;561;26;0;0;0;77;14;19;75;0;94;0;135
090;Düren;NW;Brief;0;75800;628;75172;28917;23418;4316;5566;1484;7591;0;1197;1078;0;0;575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;699;0;0;0;0;0;0;0;0;331;0;0;0;0;0;0;0;0;0;523;75277;23756;22601;4405;8587;2115;9045;0;715;645;1240;60;357;39;51;0;0;0;6;132;0;16;0;0;43;0;57;5;621;61;0;0;0;111;16;28;113;0;200;0;252
091;Rhein-Erft-Kreis I;NW;Brief;0;98636;763;97873;33927;29562;5078;8605;2724;13762;0;1227;0;0;0;1464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1030;0;0;0;0;494;0;0;0;0;0;0;0;0;0;0;0;0;0;488;98148;29212;28394;4919;12243;2620;14666;0;819;673;1459;59;612;52;65;0;0;0;8;128;0;19;0;0;65;0;49;5;761;27;0;0;0;253;29;27;115;0;508;0;361
092;Euskirchen – Rhein-Erft-Kreis II;NW;Brief;0;96108;770;95338;34234;25888;5252;9783;2295;13473;0;1464;1255;0;0;550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;95602;29935;26699;5110;11578;2711;13823;0;890;791;1400;69;353;67;78;0;0;0;8;156;0;10;0;0;63;0;45;7;936;42;0;0;0;113;24;35;147;0;239;0;273
093;Köln I;NW;Brief;0;79043;444;78599;18631;21380;3811;6384;3586;20019;0;649;1560;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;711;0;0;0;0;0;0;0;0;0;1585;0;0;0;0;0;0;0;192;296;78747;16433;21037;3517;8446;4100;19928;0;454;885;1005;41;284;52;63;0;0;0;25;84;0;29;0;0;75;0;65;7;599;36;0;0;0;80;20;37;63;0;568;0;814
094;Köln II;NW;Brief;0;125103;495;124608;33183;24264;2583;10214;4756;42927;0;859;1993;0;0;0;0;0;0;0;0;54;0;0;50;0;0;0;0;0;939;0;0;0;0;0;0;0;0;0;2786;0;0;0;0;0;0;0;0;271;124832;27130;26265;2681;16387;5621;40216;0;526;1139;1030;29;349;89;115;0;0;0;14;76;0;18;0;0;99;0;68;8;826;52;0;0;0;68;23;41;70;0;420;0;1472
095;Köln III;NW;Brief;0;87883;425;87458;16737;26063;3368;5898;4349;26234;0;646;1747;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;812;0;0;0;0;0;0;0;0;0;1374;0;0;0;0;0;0;0;175;294;87589;16189;23063;3244;7726;4989;26829;0;404;988;1054;29;261;73;74;0;0;0;30;85;0;29;0;0;69;0;79;4;694;22;0;0;0;78;18;26;72;0;622;0;838
096;Bonn;NW;Brief;0;97000;476;96524;24621;23146;2632;12737;2742;26004;0;625;1316;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;813;0;0;0;0;0;105;0;0;0;1723;0;0;0;0;0;0;0;0;312;96688;22996;21409;2711;11721;4512;28236;0;493;787;766;17;267;93;78;0;0;0;26;58;0;13;0;0;94;0;34;4;681;48;0;0;0;54;43;25;46;0;401;0;1075
097;Rhein-Sieg-Kreis I;NW;Brief;0;92024;630;91394;31431;26492;4265;7552;2689;13596;0;1093;1874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1381;0;0;0;0;0;0;0;0;0;594;427;0;0;0;0;0;0;0;421;91603;26288;25292;4464;11161;2813;15285;0;785;1002;1466;77;346;83;72;0;0;0;5;126;0;8;0;0;74;0;46;8;1131;75;0;0;0;106;20;31;94;0;286;0;459
098;Rhein-Sieg-Kreis II;NW;Brief;0;90377;549;89828;38232;20956;3554;6457;1942;14325;0;987;1257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1005;0;0;0;0;0;107;0;0;0;671;335;0;0;0;0;0;0;0;420;89957;27524;22213;3666;12038;2529;16605;0;740;728;1148;50;265;77;68;0;0;0;8;108;0;6;0;0;66;0;39;6;898;75;0;0;0;99;45;36;100;0;326;0;494
099;Oberbergischer Kreis;NW;Brief;0;66346;434;65912;23851;18050;3739;6240;1667;9074;0;1098;1102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;66027;19332;18665;3809;8168;1976;9487;0;675;625;988;50;224;78;46;0;0;0;9;94;0;3;0;0;30;0;33;7;924;244;0;0;0;67;11;45;96;0;159;0;182
100;Rheinisch-Bergischer Kreis;NW;Brief;0;94396;529;93867;29685;21151;3687;15047;2239;17861;0;2225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;0;0;0;0;0;0;0;0;0;865;0;0;0;0;0;0;0;0;365;94031;26785;24479;3846;12857;2469;17867;0;1028;692;1153;49;276;57;63;0;0;0;15;95;0;11;0;0;51;0;46;2;979;62;0;0;0;98;16;24;100;0;239;0;672
101;Leverkusen – Köln IV;NW;Brief;0;76089;477;75612;15605;36410;3717;5026;2403;9044;0;824;1325;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;362;75727;17192;22827;3782;7618;3261;15716;0;497;1028;1034;44;292;63;80;0;0;0;33;122;0;14;0;0;68;0;54;13;687;49;0;0;0;86;14;27;85;0;506;0;535
102;Wuppertal I;NW;Brief;0;59796;459;59337;14184;22307;3155;5774;2374;8578;0;720;1030;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;667;0;0;0;0;0;0;0;0;0;481;0;0;0;0;0;0;0;0;370;59426;13408;17727;3170;6790;2815;11611;0;442;666;854;48;197;30;57;0;0;0;26;64;0;17;0;0;32;0;41;2;572;44;0;0;0;53;11;17;66;0;359;0;307
