© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stimmabgabe der Urnen- und Briefwahl bei der Bundestagswahl 2025 nach Wahlkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlkreis-Nummer;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
272;Karlsruhe-Land;BW;Urne;207276;108472;947;107525;15355;39492;13186;4471;24012;0;6009;2549;0;0;1153;0;0;1298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;107865;15379;33021;13595;6048;24552;0;6588;1228;992;290;510;0;0;855;147;0;0;0;238;0;32;0;0;0;0;114;4276;0;0
273;Rastatt;BW;Urne;200964;104041;1083;102958;14960;37140;10481;3544;27588;0;5206;2963;0;1076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;821;103220;14099;31624;10184;5017;27988;0;5996;1364;907;442;415;0;0;532;113;0;0;0;92;0;23;0;0;0;0;96;4328;0;0
274;Heidelberg;BW;Urne;218284;114769;751;114018;18024;31881;29808;4125;16734;0;8944;1329;0;0;1330;0;0;1727;0;0;0;0;0;116;0;0;0;0;0;0;0;0;561;114208;19167;28346;23200;6451;16793;0;12133;721;781;188;547;0;0;1177;133;0;0;0;104;0;35;0;0;0;0;87;4345;0;0
275;Mannheim;BW;Urne;195336;95406;901;94505;20817;21733;14631;3769;21000;0;8677;1306;1575;0;842;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;692;94714;16561;19873;12805;4759;20619;0;11591;591;1061;204;512;0;0;754;85;0;0;0;106;0;50;0;0;0;0;88;5055;0;0
276;Odenwald – Tauber;BW;Urne;206482;112125;1050;111075;14868;45091;7750;3470;30027;0;5387;3292;0;1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;828;111297;13963;38119;8319;5272;30610;0;5723;1862;853;462;439;0;0;425;259;0;0;0;156;0;19;0;0;0;0;119;4697;0;0
277;Rhein-Neckar;BW;Urne;195510;104060;957;103103;20339;33069;10659;4439;24671;0;5922;2592;0;0;0;0;0;1412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;658;103402;15615;29540;11892;5865;24911;0;7183;1157;861;261;464;0;0;825;133;0;0;0;183;0;22;0;0;0;0;114;4376;0;0
278;Bruchsal – Schwetzingen;BW;Urne;194216;96596;968;95628;15012;31228;9596;3955;25887;0;5694;2836;0;0;0;0;0;1420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;651;95945;13097;27321;9747;5110;26006;0;6227;1233;1081;293;426;0;0;657;102;0;0;0;114;0;25;0;0;0;0;133;4373;0;0
279;Pforzheim;BW;Urne;212982;110106;1453;108653;20597;36920;0;5589;35118;0;7587;0;0;0;0;0;0;2842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;815;109291;13430;29616;9741;6697;33534;0;6597;1076;1199;344;435;0;0;732;138;0;0;0;371;0;40;0;0;0;0;145;5196;0;0
280;Calw;BW;Urne;197556;108866;956;107910;13271;40171;7670;4450;30427;0;4618;3219;1404;0;0;0;0;913;0;0;0;1321;0;0;0;0;0;446;0;0;0;0;708;108158;12416;34482;8336;6280;31913;0;5452;1507;943;338;324;0;0;540;181;0;0;0;899;0;21;0;0;0;0;169;4357;0;0
281;Freiburg;BW;Urne;228338;114156;873;113283;17719;26401;34625;3213;14890;0;12207;1282;0;0;1084;0;0;1701;0;0;0;0;0;161;0;0;0;0;0;0;0;0;619;113537;17079;23651;28273;4735;14997;0;16432;656;881;297;515;0;0;1125;204;0;0;0;163;0;48;0;0;0;0;104;4377;0;0
282;Lörrach – Müllheim;BW;Urne;229946;116636;1014;115622;19532;36184;16362;3668;25158;0;7944;5299;0;0;0;0;0;1475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843;115793;17814;31311;15659;5629;25655;0;8732;1879;1200;365;563;0;0;817;195;0;0;0;294;0;48;0;0;0;0;127;5505;0;0
283;Emmendingen – Lahr;BW;Urne;218790;113741;996;112745;23545;39373;10299;3519;26358;0;5888;3763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;782;112959;16634;34075;13458;5101;26802;0;7025;1809;1186;326;539;0;0;688;214;0;0;0;183;0;35;0;0;0;0;126;4758;0;0
284;Offenburg;BW;Urne;204805;106373;1171;105202;13212;37622;11673;4620;26527;0;6185;4165;0;0;0;0;0;1198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;842;105531;13267;32952;10606;5419;27455;0;6340;1744;880;426;442;0;0;653;137;0;0;0;124;0;20;0;0;0;0;94;4972;0;0
285;Rottweil – Tuttlingen;BW;Urne;196201;103857;1100;102757;10817;36708;6840;5380;33686;0;5099;2720;0;0;0;0;0;1507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;914;102943;10497;32014;6848;6025;33165;0;5236;1248;896;382;385;0;0;707;308;0;0;0;233;0;22;0;0;0;0;132;4845;0;0
286;Schwarzwald-Baar;BW;Urne;160376;83523;785;82738;11610;32136;5501;2788;23124;0;3828;1695;0;0;0;0;0;812;0;0;0;0;0;0;0;0;0;0;0;0;0;1244;724;82799;10065;25790;6973;4217;24055;0;4476;1096;728;308;301;0;0;487;131;0;0;0;177;0;33;0;0;0;0;90;3872;0;0
287;Konstanz;BW;Urne;207094;95533;809;94724;13977;33474;11443;4093;22014;0;6222;1800;0;0;0;0;0;1341;0;0;0;0;0;0;0;0;0;0;0;0;0;360;634;94899;12036;26577;12821;5352;22741;0;7413;951;751;282;531;0;0;739;144;0;0;0;126;0;30;0;0;0;0;85;4320;0;0
288;Waldshut;BW;Urne;176262;88409;694;87715;15507;31808;9208;2950;19627;0;4672;2222;0;831;0;0;0;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568;87841;12060;27934;10767;4238;20129;0;5413;1221;668;367;310;0;0;666;166;0;0;0;146;0;29;0;0;0;0;100;3627;0;0
289;Reutlingen;BW;Urne;197827;105916;870;105046;14149;37829;12242;5569;24943;0;6387;2436;0;0;1293;0;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0;673;105243;13504;31892;11559;6628;25978;0;6944;1079;742;303;470;0;0;566;165;0;0;0;220;0;48;0;0;0;0;117;5028;0;0
290;Tübingen;BW;Urne;199799;106732;845;105887;13504;32423;24700;3775;19645;0;7105;2040;0;0;998;0;0;894;0;0;0;0;0;0;0;0;0;0;0;0;0;803;581;106151;14713;28715;18625;5266;20210;0;10643;935;672;234;416;0;0;656;194;0;0;0;152;0;62;0;0;0;0;123;4535;0;0
291;Ulm;BW;Urne;223539;124049;906;123143;16426;45921;16985;4355;26767;0;6876;2182;1745;0;0;0;0;993;0;0;0;0;0;138;0;0;0;755;0;0;0;0;739;123310;16327;39824;14887;6297;27583;0;8548;1461;1054;331;466;0;0;720;241;0;0;0;183;0;52;0;0;0;0;255;5081;0;0
292;Biberach;BW;Urne;169789;91079;715;90364;10886;35308;8180;3446;24254;0;3729;2367;1293;0;0;0;0;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;629;90450;8846;32641;7812;4510;24829;0;4335;1373;717;360;329;0;0;481;336;0;0;0;158;0;18;0;0;0;0;131;3574;0;0
293;Bodensee;BW;Urne;173329;90859;748;90111;13298;34155;9864;2957;22085;0;4367;1999;0;0;0;0;0;1231;0;0;0;0;0;155;0;0;0;0;0;0;0;0;584;90275;11332;29893;10571;5032;20686;0;5373;1128;621;325;344;0;0;591;179;0;0;0;129;0;33;0;0;0;0;96;3942;0;0
294;Ravensburg;BW;Urne;188225;101516;841;100675;10772;37454;13704;5512;22489;0;6628;2814;0;0;0;0;0;1302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614;100902;11441;33744;11892;5404;22922;0;6656;1509;727;481;434;0;0;679;334;0;0;0;171;0;32;0;0;0;0;107;4369;0;0
295;Zollernalb – Sigmaringen;BW;Urne;180742;96712;1059;95653;17700;33373;4432;3852;29016;0;4210;2245;0;0;0;0;0;0;0;0;0;0;0;193;0;0;0;632;0;0;0;0;689;96023;10119;32574;6425;5092;29219;0;5037;1162;768;295;379;0;0;360;173;0;0;0;137;0;73;0;0;0;0;172;4038;0;0
296;Saarbrücken;SL;Urne;187345;89255;1193;88062;27238;19386;5353;3151;22416;0;8345;1834;0;0;0;0;0;0;0;0;0;0;0;339;0;0;0;0;0;0;0;0;911;88344;18221;17533;7666;3862;21971;0;9715;718;1656;0;0;0;290;548;0;0;0;0;0;0;69;0;0;0;0;235;5860;0;0
297;Saarlouis;SL;Urne;198307;107868;1569;106299;28655;31485;4162;3393;27807;0;7797;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1182;106686;21306;27681;5733;4744;27633;0;7918;1255;1966;0;0;0;317;598;0;0;0;0;0;0;41;0;0;0;0;285;7209;0;0
298;St. Wendel;SL;Urne;168073;87837;1095;86742;23751;27448;2839;3198;21363;0;5436;2707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;879;86958;18254;24166;4929;3582;21576;0;5795;1213;1594;0;0;0;253;374;0;0;0;0;0;0;24;0;0;0;0;243;4955;0;0
299;Homburg;SL;Urne;180479;90635;1223;89412;25437;22690;3277;2832;25723;0;6433;3020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903;89732;18163;20776;5090;3791;26118;0;6578;1343;1646;0;0;0;259;421;0;0;0;0;0;0;46;0;0;0;0;234;5267;0;0
001;Flensburg – Schleswig;SH;Brief;0;52355;207;52148;7358;14546;14833;1092;4411;0;2223;448;0;0;0;0;0;519;0;6355;0;0;0;0;0;0;0;163;0;0;0;200;152;52203;8489;14027;10711;1799;4583;0;3924;340;0;0;362;0;0;521;0;5796;0;0;0;0;14;0;0;0;0;81;1556;0;0
002;Nordfriesland – Dithmarschen Nord;SH;Brief;0;44007;238;43769;9087;14762;6027;1755;4587;0;2010;508;0;0;0;0;0;408;0;4625;0;0;0;0;0;0;0;0;0;0;0;0;166;43841;7958;13770;6814;2231;4595;0;2350;331;0;0;329;0;0;360;0;3591;0;0;0;0;19;0;0;0;0;37;1456;0;0
003;Steinburg – Dithmarschen Süd;SH;Brief;0;35016;242;34774;7943;13177;4391;1256;4536;0;1782;980;0;0;0;0;0;709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;34913;6557;11305;4824;1534;4587;0;1974;513;0;0;334;0;0;380;0;1493;0;0;0;0;11;0;0;0;0;50;1351;0;0
004;Rendsburg-Eckernförde;SH;Brief;0;46473;235;46238;9931;16162;6547;2438;4448;0;1881;440;0;0;0;0;0;482;0;3560;0;0;0;0;0;0;0;122;0;0;0;227;159;46314;8292;14917;8304;2158;4682;0;2365;328;0;0;353;0;0;324;0;3122;0;0;0;0;11;0;0;0;0;78;1380;0;0
005;Kiel;SH;Brief;0;61312;236;61076;13087;13678;18114;1762;3855;0;5058;326;0;0;839;0;0;1156;0;3201;0;0;0;0;0;0;0;0;0;0;0;0;163;61149;11704;13168;16433;2306;3926;0;7598;243;0;0;564;0;0;853;0;2609;0;0;0;0;22;0;0;0;0;55;1668;0;0
006;Plön – Neumünster;SH;Brief;0;38223;458;37765;9748;13543;6119;1278;4075;0;1370;983;0;0;0;0;0;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;38072;7923;12172;6346;1627;4170;0;1983;356;0;0;285;0;0;384;0;1538;0;0;0;0;18;0;0;0;0;33;1237;0;0
007;Pinneberg;SH;Brief;0;59130;285;58845;15584;20261;8744;2257;5436;0;3033;788;0;0;0;0;0;891;0;1634;0;0;0;0;0;0;0;217;0;0;0;0;176;58954;12877;18992;9872;2851;5714;0;3685;436;0;0;379;0;0;728;0;1400;0;0;0;0;15;0;0;0;0;108;1897;0;0
008;Segeberg – Stormarn-Mitte;SH;Brief;0;57972;316;57656;15049;20154;8376;2589;6025;0;2832;1098;0;0;0;0;0;1220;0;0;0;0;0;0;0;0;0;313;0;0;0;0;161;57811;11790;18606;9595;2805;6091;0;3374;610;0;0;515;0;0;778;0;1552;0;0;0;0;12;0;0;0;0;136;1947;0;0
009;Ostholstein – Stormarn-Nord;SH;Brief;0;44082;325;43757;11671;16633;5494;1609;4765;0;2030;896;0;0;0;0;0;659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;43920;8931;15323;6719;2189;4903;0;2093;457;0;0;345;0;0;380;0;1132;0;0;0;0;10;0;0;0;0;75;1363;0;0
010;Herzogtum Lauenburg – Stormarn-Süd;SH;Brief;0;58133;292;57841;14147;20682;9611;1924;6176;0;2923;1261;0;0;0;0;0;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;57966;11864;19174;9529;2962;6311;0;3337;614;0;0;403;0;0;731;0;972;0;0;0;0;20;0;0;0;0;75;1974;0;0
011;Lübeck;SH;Brief;0;47559;322;47237;14028;11736;11309;1306;4139;0;2855;723;0;0;0;0;0;1030;0;0;0;0;0;111;0;0;0;0;0;0;0;0;184;47375;10455;11386;10940;1728;4268;0;4516;365;0;0;411;0;0;648;0;1048;0;0;0;0;35;0;0;0;0;54;1521;0;0
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;MV;Brief;0;48508;476;48032;12180;11735;2084;1379;11613;0;6614;1637;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;588;0;0;0;0;228;48280;8805;10792;3637;1476;9746;0;5932;659;751;0;0;0;0;380;0;0;0;0;0;0;64;0;0;0;0;211;5827;0;0
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;MV;Brief;0;46521;384;46137;12284;11066;2384;1332;11456;0;5301;2314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;46354;8147;10234;3066;1408;10617;0;5283;707;723;0;0;0;0;393;0;0;0;0;0;0;29;0;0;0;0;88;5659;0;0
014;Rostock – Landkreis Rostock II;MV;Brief;0;56346;349;55997;10932;12196;4188;1629;9209;0;15913;1259;0;0;0;0;0;0;0;0;0;0;0;216;0;0;0;455;0;0;0;0;156;56190;9481;10627;6607;1879;8908;0;10183;582;1000;0;0;0;0;758;0;0;0;0;0;0;67;0;0;0;0;175;5923;0;0
015;Vorpommern-Rügen – Vorpommern-Greifswald I;MV;Brief;0;57371;484;56887;10605;14325;4248;1544;13707;0;8205;1932;2321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;57104;7387;12120;5223;1895;12849;0;7858;839;1350;0;0;0;0;636;0;0;0;0;0;0;51;0;0;0;0;137;6759;0;0
016;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II ;MV;Brief;0;46460;475;45985;8353;11731;1516;1895;14172;0;5341;1801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1176;168;46292;5909;10542;1855;1626;13221;0;4988;634;809;0;0;0;0;255;0;0;0;0;0;0;26;0;0;0;0;127;6300;0;0
017;Mecklenburgische Seenplatte II – Landkreis Rostock III;MV;Brief;0;42182;460;41722;10229;10258;1352;1257;11383;0;5095;1215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933;0;0;0;0;218;41964;6246;9465;2056;1235;10852;0;4867;565;601;0;0;0;0;207;0;0;0;0;0;0;34;0;0;0;0;199;5637;0;0
018;Hamburg-Mitte;HH;Brief;0;74093;447;73646;19881;13869;18960;2634;4615;0;10607;606;0;0;0;0;0;2326;0;0;0;0;0;148;0;0;0;0;0;0;0;0;212;73881;16392;13055;17978;3113;4719;0;12818;305;795;0;418;0;0;1590;0;0;0;0;0;0;41;0;0;0;0;69;2588;0;0
019;Hamburg-Altona;HH;Brief;0;67579;394;67185;15486;16091;20024;2340;3071;0;9564;459;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;158;67421;13931;14989;17248;3194;3014;0;11032;172;566;0;281;0;0;1256;0;0;0;0;0;0;34;0;0;0;0;64;1640;0;0
020;Hamburg-Eimsbüttel;HH;Brief;0;72024;425;71599;18398;16672;21626;2974;3471;0;7817;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;71846;16166;16258;18659;3466;3443;0;9250;237;632;0;293;0;0;1524;0;0;0;0;0;0;23;0;0;0;0;43;1852;0;0
021;Hamburg-Nord;HH;Brief;0;83779;398;83381;21960;25915;19934;3056;4189;0;5504;650;0;0;0;0;0;2173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;83595;18985;24421;18620;4846;4492;0;7414;326;709;0;286;0;0;1391;0;0;0;0;0;0;21;0;0;0;0;58;2026;0;0
022;Hamburg-Wandsbek;HH;Brief;0;71400;540;70860;24164;19703;10636;2281;6545;0;6268;1111;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;240;71160;18980;18155;11806;2899;6397;0;6876;466;1001;0;343;0;0;1347;0;0;0;0;0;0;24;0;0;0;0;78;2788;0;0
023;Hamburg-Bergedorf – Harburg;HH;Brief;0;58959;481;58478;20416;14653;8331;1482;5994;0;5502;695;0;0;0;0;0;1294;0;0;0;0;0;111;0;0;0;0;0;0;0;0;239;58720;15584;14286;8958;1910;6035;0;7066;381;771;0;310;0;0;1057;0;0;0;0;0;0;39;0;0;0;0;99;2224;0;0
024;Aurich – Emden;NI;Brief;0;36573;230;36343;15655;9602;2412;847;4500;0;1738;0;1176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;137;36436;11165;9927;3961;1209;4820;0;2276;340;683;96;153;0;70;190;0;0;0;24;0;0;8;0;0;0;0;33;1481;0;0
025;Unterems;NI;Brief;0;45336;292;45044;11267;19106;4257;1112;6052;0;2296;954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;45178;11104;15522;4209;1642;6322;0;2726;453;612;128;224;0;73;221;0;0;0;39;0;0;7;0;0;0;0;52;1844;0;0
026;Friesland – Wilhelmshaven – Wittmund;NI;Brief;0;37243;244;36999;14143;11439;2718;982;4470;0;1409;793;0;317;403;0;0;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;37099;10380;11409;3891;1466;4648;0;2078;371;657;125;216;0;60;254;0;0;0;24;0;0;11;0;0;0;0;41;1468;0;0
027;Oldenburg – Ammerland;NI;Brief;0;49847;231;49616;17455;12773;9064;1653;3747;0;3434;599;0;0;0;0;0;891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;49760;12684;12759;9636;2280;3728;0;5061;276;569;84;265;0;48;573;0;0;0;48;0;0;14;0;0;0;0;47;1688;0;0
028;Delmenhorst – Wesermarsch – Oldenburg-Land;NI;Brief;0;40521;295;40226;11319;13074;5285;2629;4442;0;2219;1004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;104;40417;10895;11960;5098;2009;4637;0;2523;529;584;93;200;0;58;280;0;0;0;34;0;0;9;0;0;0;0;90;1418;0;0
029;Cuxhaven – Stade II;NI;Brief;0;37006;245;36761;12402;12930;3292;977;4580;0;1594;986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;36920;10025;11970;3959;1353;4705;0;1881;407;605;132;158;0;52;277;0;0;0;17;0;0;4;0;0;0;0;47;1328;0;0
030;Stade I – Rotenburg II;NI;Brief;0;42217;291;41926;12183;15807;5235;1154;4591;0;2230;0;0;0;0;0;0;726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;42096;10709;13625;5754;1555;4761;0;2595;301;527;105;198;0;88;441;0;0;0;29;0;0;10;0;0;0;0;40;1358;0;0
031;Mittelems;NI;Brief;0;42106;224;41882;10983;18519;4135;1486;3847;0;1973;792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;0;0;0;99;42007;9501;16874;4796;1770;3961;0;2473;344;440;83;190;0;42;239;0;0;0;39;0;0;16;0;0;0;0;68;1171;0;0
032;Cloppenburg – Vechta;NI;Brief;0;45162;216;44946;8704;22928;3623;1515;5230;0;1904;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;45052;7940;19915;4108;2081;5290;0;2512;565;503;99;191;0;70;283;0;0;0;31;0;0;3;0;0;0;0;59;1402;0;0
033;Diepholz – Nienburg I;NI;Brief;0;39373;212;39161;11565;14907;3866;1335;4142;0;1898;1448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;39273;9807;13070;4823;1807;4361;0;2188;597;564;98;198;0;67;250;0;0;0;28;0;0;4;0;0;0;0;56;1355;0;0
034;Osterholz – Verden;NI;Brief;0;41351;236;41115;10684;16057;5817;1358;4017;0;2396;0;0;0;0;0;0;786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;41247;10403;12833;6093;1711;4364;0;2553;292;624;108;170;0;53;419;0;0;0;28;0;0;5;0;0;0;0;58;1533;0;0
035;Rotenburg I – Heidekreis;NI;Brief;0;33203;202;33001;15147;9716;2106;724;3918;0;0;770;0;0;0;0;0;620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;33097;9310;10128;3830;1179;4123;0;1911;364;497;76;146;0;57;304;0;0;0;30;0;0;5;0;0;0;0;36;1101;0;0
036;Harburg;NI;Brief;0;46336;276;46060;12635;16581;5681;1665;4971;0;2241;956;0;0;0;0;0;888;0;0;0;0;0;0;0;0;0;0;0;0;0;442;121;46215;10369;15491;6770;2148;5087;0;2715;525;609;133;195;0;56;497;0;0;0;27;0;0;12;0;0;0;0;52;1529;0;0
037;Lüchow-Dannenberg – Lüneburg;NI;Brief;0;43600;260;43340;12220;12381;8808;1041;3862;0;2790;1305;0;477;0;0;0;456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;43471;9877;11401;8419;1500;4233;0;4324;657;567;159;239;0;77;341;0;0;0;26;0;0;7;0;0;0;0;42;1602;0;0
038;Osnabrück-Land;NI;Brief;0;43336;263;43073;11567;17218;5400;1261;4245;0;2031;907;0;0;0;0;0;444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;43194;10969;15362;5111;1835;4361;0;2387;465;524;107;187;0;78;241;0;0;0;25;0;0;9;0;0;0;0;38;1495;0;0
039;Stadt Osnabrück;NI;Brief;0;54442;209;54233;15090;17220;9229;1469;3293;0;6124;709;0;0;0;0;0;904;0;0;0;0;0;0;0;0;0;0;0;0;0;195;116;54326;13643;15138;10518;2262;3453;0;5734;351;510;130;281;0;75;594;0;0;0;52;0;0;15;0;0;0;0;36;1534;0;0
040;Nienburg II – Schaumburg;NI;Brief;0;37704;214;37490;12905;12060;3563;1035;4500;0;1686;778;0;0;442;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;166;100;37604;10257;11793;4472;1287;4748;0;2070;449;602;87;200;0;57;248;0;0;0;39;0;0;7;0;0;0;0;45;1243;0;0
041;Stadt Hannover I;NI;Brief;0;41197;209;40988;13728;10761;8166;1068;2999;0;2838;352;0;0;0;0;216;774;0;0;0;0;0;86;0;0;0;0;0;0;0;0;103;41094;9966;10108;9079;1714;2970;0;4300;199;469;67;220;0;97;469;0;0;0;51;0;0;17;0;0;0;0;31;1337;0;0
042;Stadt Hannover II;NI;Brief;0;48195;189;48006;17906;9274;10723;1154;2573;0;4745;277;0;0;448;0;159;680;0;0;0;0;0;67;0;0;0;0;0;0;0;0;127;48068;10665;9892;12146;1902;2719;0;7411;189;495;61;290;0;96;659;0;0;0;50;0;0;17;0;0;0;0;28;1448;0;0
043;Hannover-Land I;NI;Brief;0;48667;245;48422;14085;19070;5762;1190;4914;0;1839;708;0;0;0;0;0;645;0;0;0;0;0;0;0;0;0;209;0;0;0;0;133;48534;12248;16610;6715;2125;5003;0;2428;369;671;100;188;0;67;358;0;0;0;34;0;0;10;0;0;0;0;70;1538;0;0
044;Celle – Uelzen;NI;Brief;0;45543;272;45271;11517;17250;5447;1552;5632;0;2256;1033;0;0;0;0;0;584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;45398;10631;14857;5925;1926;5744;0;2736;530;665;145;238;0;66;324;0;0;0;32;0;0;3;0;0;0;0;59;1517;0;0
045;Gifhorn – Peine;NI;Brief;0;44228;245;43983;16541;13775;3769;1137;5496;0;1708;775;0;0;0;0;0;566;0;0;0;0;0;0;0;0;0;216;0;0;0;0;142;44086;11788;13718;5386;1660;5532;0;2313;421;695;135;231;0;68;342;0;0;0;46;0;0;12;0;0;0;0;97;1642;0;0
046;Hameln-Pyrmont – Holzminden;NI;Brief;0;40032;271;39761;14305;13018;3590;1237;5185;0;1581;845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;39901;11188;12340;4517;1493;5300;0;2165;370;585;110;142;0;52;205;0;0;0;22;0;0;5;0;0;0;0;30;1377;0;0
047;Hannover-Land II;NI;Brief;0;50261;248;50013;17512;16642;5307;1245;4929;0;1958;646;1038;0;0;0;272;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;50091;13894;15716;7040;1908;5181;0;2732;417;684;103;229;0;125;327;0;0;0;48;0;0;8;0;0;0;0;50;1629;0;0
048;Hildesheim;NI;Brief;0;47025;288;46737;14970;15167;5747;1081;5155;0;2858;646;0;0;0;0;0;462;0;0;0;0;0;0;0;0;0;0;0;0;0;651;166;46859;12406;14220;6486;1609;5120;0;3712;318;691;116;238;0;69;273;0;0;0;31;0;0;5;0;0;0;0;53;1512;0;0
049;Salzgitter – Wolfenbüttel;NI;Brief;0;39695;295;39400;13204;12989;3551;969;4896;0;2214;662;0;387;0;0;0;528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;39543;10836;12284;4443;1390;4943;0;2659;338;544;165;187;0;71;280;0;0;0;21;0;0;14;0;0;0;0;26;1342;0;0
