# (c) Die Bundeswahlleiterin, Statistisches Bundesamt (Destatis), 2025;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 21. Deutschen Bundestag (23. Februar 2025);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2025'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich geringfügige Differenzen ergeben.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: SPD;Erststimme: CDU;Erststimme: GRÜNE;Erststimme: FDP;Erststimme: AfD;Erststimme: CSU;Erststimme: Die Linke;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. BSW
SN;Summe;1956-1965;Summe;492812;4025;44598;125853;15619;11683;213205;;44424;33406;13539;15788
SN;Summe;1956-1965;ungültig;2719;2241;93;145;;29;158;;;52;45;6
SN;Summe;1956-1965;SPD;40858;37;30276;4897;1099;301;402;;3034;812;315;313
SN;Summe;1956-1965;CDU;107517;119;2964;96425;820;1494;3024;;1324;1348;1052;258
SN;Summe;1956-1965;GRÜNE;18142;;2035;2663;11524;49;72;;1592;207;173;6
SN;Summe;1956-1965;FDP;14128;60;275;4320;136;7436;1065;;299;538;377;84
SN;Summe;1956-1965;AfD;206082;266;692;4649;;618;196311;;484;3062;1392;1108
SN;Summe;1956-1965;CSU;;;;;;;;;;;;
SN;Summe;1956-1965;Die Linke;37932;88;3638;3442;1146;196;778;;27242;1402;375;733
SN;Summe;1956-1965;Sonstige;65434;1214;4626;9311;894;1559;11395;;10449;25986;9810;13280
SN;Summe;1956-1965;dar. FREIE WÄHLER;7980;169;208;1212;42;144;610;;320;5275;5179;
SN;Summe;1956-1965;dar. BSW;49187;774;3707;6963;546;1181;9774;;8948;17294;3129;13054
SN;Summe;<=1955;Summe;642723;7473;96125;211670;13795;17994;185192;;67266;43207;15057;24782
SN;Summe;<=1955;ungültig;5974;4056;425;824;;39;448;;167;14;7;7
SN;Summe;<=1955;SPD;89513;200;70508;9010;1837;607;676;;4909;1766;718;735
SN;Summe;<=1955;CDU;190011;606;6258;171398;637;2810;3987;;2210;2105;1330;604
SN;Summe;<=1955;GRÜNE;14981;24;2521;2101;9230;106;19;;869;112;82;23
SN;Summe;<=1955;FDP;20813;33;669;7816;56;10364;1203;;338;334;310;24
SN;Summe;<=1955;AfD;175587;237;776;5113;;947;165538;;1038;1939;1014;861
SN;Summe;<=1955;CSU;;;;;;;;;;;;
SN;Summe;<=1955;Die Linke;57939;255;6995;4641;1136;504;914;;42242;1252;300;784
SN;Summe;<=1955;Sonstige;87905;2062;7973;10768;899;2617;12407;;15495;35685;11295;21744
SN;Summe;<=1955;dar. FREIE WÄHLER;8555;28;487;1003;78;244;485;;452;5777;5673;49
SN;Summe;<=1955;dar. BSW;72164;1649;6731;8639;561;1959;11004;;14301;27321;4581;21396
SN;m|d|o;Summe;Summe;1257371;9232;105244;285440;61737;33178;546932;;137948;77659;27350;32952
SN;m|d|o;Summe;ungültig;6509;5269;253;417;;115;306;;92;57;51;6
SN;m|d|o;Summe;SPD;94223;184;68447;12023;3143;731;553;;7297;1846;715;546
SN;m|d|o;Summe;CDU;238447;331;5680;211287;1791;5122;7453;;3129;3655;2407;520
SN;m|d|o;Summe;GRÜNE;80485;57;8661;10652;47553;282;61;;11983;1238;333;72
SN;m|d|o;Summe;FDP;43480;302;1525;15089;357;20745;3433;;673;1357;1033;100
SN;m|d|o;Summe;AfD;537433;378;1440;11715;;1719;512846;;1228;8107;3900;2286
SN;m|d|o;Summe;CSU;;;;;;;;;;;;
SN;m|d|o;Summe;Die Linke;120001;278;10087;7223;5710;743;1126;;91411;3424;680;1249
SN;m|d|o;Summe;Sonstige;136792;2433;9152;17035;3184;3721;21156;;22135;57976;18231;28172
SN;m|d|o;Summe;dar. FREIE WÄHLER;14624;245;535;2048;148;460;1076;;295;9817;9417;59
SN;m|d|o;Summe;dar. BSW;92701;1565;6444;11693;779;2434;17518;;16643;35626;5832;27563
SN;m|d|o;2001-2007;Summe;78622;803;6307;10230;5184;3087;32716;;14970;5325;1311;1922
SN;m|d|o;2001-2007;ungültig;581;530;27;;;;25;;;;;
SN;m|d|o;2001-2007;SPD;4222;;2534;677;79;153;27;;546;206;86;6
SN;m|d|o;2001-2007;CDU;5670;;316;4391;114;273;262;;149;166;32;43
SN;m|d|o;2001-2007;GRÜNE;6399;;898;839;3299;107;;;1077;180;17;
SN;m|d|o;2001-2007;FDP;3667;105;99;1449;;1608;286;;30;89;34;
SN;m|d|o;2001-2007;AfD;32372;;48;799;;83;30628;;31;784;281;204
SN;m|d|o;2001-2007;CSU;;;;;;;;;;;;
SN;m|d|o;2001-2007;Die Linke;16014;14;1756;710;1456;136;52;;11268;621;106;284
SN;m|d|o;2001-2007;Sonstige;9696;153;630;1365;236;727;1437;;1870;3278;754;1384
SN;m|d|o;2001-2007;dar. FREIE WÄHLER;677;33;;114;;119;94;;38;280;235;
SN;m|d|o;2001-2007;dar. BSW;4766;69;335;747;64;362;787;;783;1618;164;1334
SN;m|d|o;1991-2000;Summe;127994;881;8622;18673;10952;4566;47004;;27852;9444;3235;2629
SN;m|d|o;1991-2000;ungültig;755;635;;52;;54;;;;14;14;
SN;m|d|o;1991-2000;SPD;6562;;3697;1233;426;146;;;1002;58;18;
SN;m|d|o;1991-2000;CDU;11637;66;388;9675;322;377;222;;269;318;220;
SN;m|d|o;1991-2000;GRÜNE;16189;;1685;1699;8175;89;54;;3997;491;190;
SN;m|d|o;1991-2000;FDP;6012;58;275;1994;123;2885;404;;101;173;134;6
SN;m|d|o;1991-2000;AfD;47176;;307;1113;;350;44285;;172;949;434;202
SN;m|d|o;1991-2000;CSU;;;;;;;;;;;;
SN;m|d|o;1991-2000;Die Linke;23936;33;1147;1016;1120;130;114;;20014;361;55;32
SN;m|d|o;1991-2000;Sonstige;15726;89;1123;1892;786;536;1925;;2296;7080;2171;2388
SN;m|d|o;1991-2000;dar. FREIE WÄHLER;1754;;22;384;45;36;82;;78;1108;1100;8
SN;m|d|o;1991-2000;dar. BSW;7042;83;444;900;89;257;1351;;847;3071;521;2281
SN;m|d|o;1981-1990;Summe;216311;1213;13630;40795;17209;5283;96891;;26128;15161;5322;4713
SN;m|d|o;1981-1990;ungültig;684;656;;28;;;;;;;;
SN;m|d|o;1981-1990;SPD;12186;49;7980;1481;659;89;115;;1461;351;62;87
SN;m|d|o;1981-1990;CDU;32471;18;474;28202;503;886;985;;785;618;428;49
SN;m|d|o;1981-1990;GRÜNE;22388;30;2143;2452;13857;51;;;3620;236;;
SN;m|d|o;1981-1990;FDP;6541;;416;1977;40;3488;315;;65;242;144;43
SN;m|d|o;1981-1990;AfD;97461;;107;2186;;120;93048;;;2000;1093;444
SN;m|d|o;1981-1990;CSU;;;;;;;;;;;;
SN;m|d|o;1981-1990;Die Linke;21742;42;1331;1089;1243;6;93;;17340;598;62;103
SN;m|d|o;1981-1990;Sonstige;22838;417;1179;3380;908;643;2335;;2857;11116;3533;3987
SN;m|d|o;1981-1990;dar. FREIE WÄHLER;3062;;103;466;73;97;394;;32;1897;1768;
SN;m|d|o;1981-1990;dar. BSW;11995;327;551;1739;249;381;1503;;1698;5547;1031;3851
SN;m|d|o;1966-1980;Summe;316665;1779;19055;71207;16040;8173;160033;;21462;18915;8157;6869
SN;m|d|o;1966-1980;ungültig;1416;1162;31;186;;;;;;36;36;
SN;m|d|o;1966-1980;SPD;17711;23;11958;3016;819;152;93;;1173;477;261;125
SN;m|d|o;1966-1980;CDU;58432;28;978;51391;391;1403;2204;;779;1259;852;62
SN;m|d|o;1966-1980;GRÜNE;21839;27;2449;3697;13064;35;;;2294;273;126;49
SN;m|d|o;1966-1980;FDP;11368;46;336;4028;42;5177;1059;;236;444;379;26
SN;m|d|o;1966-1980;AfD;158487;87;211;3196;;423;151619;;290;2661;1225;757
SN;m|d|o;1966-1980;CSU;;;;;;;;;;;;
SN;m|d|o;1966-1980;Die Linke;18109;;1469;1724;1004;140;183;;12843;745;271;207
SN;m|d|o;1966-1980;Sonstige;29304;407;1622;3970;720;843;4876;;3847;13020;5005;5644
SN;m|d|o;1966-1980;dar. FREIE WÄHLER;4204;98;89;576;;137;219;;44;3042;2835;51
SN;m|d|o;1966-1980;dar. BSW;19164;104;1198;2794;61;663;4112;;2609;7624;1566;5505
SN;m|d|o;1956-1965;Summe;237730;1504;18965;58144;6667;5048;116716;;19046;11640;4338;5786
SN;m|d|o;1956-1965;ungültig;847;706;40;12;;29;53;;;6;;6
SN;m|d|o;1956-1965;SPD;16913;;12949;1980;434;112;87;;1180;171;26;100
SN;m|d|o;1956-1965;CDU;51177;;1101;46380;379;699;1698;;322;598;451;127
SN;m|d|o;1956-1965;GRÜNE;7853;;633;1314;5259;;;;618;28;;
SN;m|d|o;1956-1965;FDP;6926;60;178;2037;96;3466;763;;166;161;100;19
SN;m|d|o;1956-1965;AfD;113401;154;468;2156;;298;109062;;250;1012;505;340
SN;m|d|o;1956-1965;CSU;;;;;;;;;;;;
SN;m|d|o;1956-1965;Die Linke;16585;88;1684;1209;301;103;255;;12257;688;83;390
SN;m|d|o;1956-1965;Sonstige;24029;496;1911;3056;198;342;4798;;4253;8976;3174;4802
SN;m|d|o;1956-1965;dar. FREIE WÄHLER;2541;114;78;342;;34;112;;45;1816;1816;
SN;m|d|o;1956-1965;dar. BSW;19116;321;1622;2476;121;289;4412;;3956;5919;914;4677
SN;m|d|o;<=1955;Summe;280049;3052;38665;86390;5684;7021;93572;;28489;17174;4987;11033
SN;m|d|o;<=1955;ungültig;2226;1579;155;139;;33;228;;92;;;
SN;m|d|o;<=1955;SPD;36629;112;29328;3636;726;79;230;;1934;583;263;227
SN;m|d|o;<=1955;CDU;79061;219;2423;71248;82;1483;2083;;826;696;424;239
SN;m|d|o;<=1955;GRÜNE;5817;;853;651;3899;;6;;377;30;;23
SN;m|d|o;<=1955;FDP;8966;33;222;3603;56;4121;607;;75;248;242;6
SN;m|d|o;<=1955;AfD;88536;137;299;2266;;446;84204;;485;700;362;338
SN;m|d|o;<=1955;CSU;;;;;;;;;;;;
SN;m|d|o;<=1955;Die Linke;23616;101;2699;1474;586;228;429;;17688;411;103;233
SN;m|d|o;<=1955;Sonstige;35199;870;2687;3372;336;630;5785;;7013;14506;3594;9966
SN;m|d|o;<=1955;dar. FREIE WÄHLER;2384;;244;167;30;37;175;;58;1675;1663;
SN;m|d|o;<=1955;dar. BSW;30619;661;2295;3037;196;482;5353;;6750;11847;1635;9915
SN;w;Summe;Summe;1327406;12770;142105;327386;67288;36451;439128;;188882;113397;44425;46604
SN;w;Summe;ungültig;8696;6759;385;862;6;6;466;;108;103;52;7
SN;w;Summe;SPD;122921;230;88038;14265;4448;1282;1315;;10155;3187;1355;951
SN;w;Summe;CDU;268800;564;9296;237764;1961;3908;5529;;4376;5403;3377;1269
SN;w;Summe;GRÜNE;86784;159;11201;10903;48389;444;305;;13838;1543;372;80
SN;w;Summe;FDP;39956;;1401;12021;398;20147;3011;;803;2175;1483;400
SN;w;Summe;AfD;420968;302;1472;10811;;2075;396666;;1673;7967;3507;2954
SN;w;Summe;CSU;;;;;;;;;;;;
SN;w;Summe;Die Linke;170461;396;15710;11456;7711;852;1787;;127880;4668;1317;1689
SN;w;Summe;Sonstige;208821;4360;14601;29303;4375;7736;30047;;30048;88350;32962;39254
SN;w;Summe;dar. FREIE WÄHLER;25515;259;968;2996;139;899;1883;;1118;17251;16739;105
SN;w;Summe;dar. BSW;139556;2802;10248;21116;1554;5330;23196;;21997;53313;10898;37418
SN;w;2001-2007;Summe;82463;321;7819;8239;5213;2498;22120;;30144;6108;1596;2551
SN;w;2001-2007;ungültig;240;240;;;;;;;;;;
SN;w;2001-2007;SPD;4962;;2520;784;456;29;51;;999;124;61;32
SN;w;2001-2007;CDU;4149;;239;3280;85;95;374;;76;;;
SN;w;2001-2007;GRÜNE;6566;;603;944;2879;;;;1966;174;;
SN;w;2001-2007;FDP;2908;;159;570;31;1582;208;;144;215;95;66
SN;w;2001-2007;AfD;20757;;20;357;;89;19526;;223;542;112;214
SN;w;2001-2007;CSU;;;;;;;;;;;;
SN;w;2001-2007;Die Linke;30580;;3325;879;1293;52;170;;24115;744;130;177
SN;w;2001-2007;Sonstige;12301;81;953;1425;469;651;1791;;2622;4309;1199;2063
SN;w;2001-2007;dar. FREIE WÄHLER;751;;130;;;;80;;94;447;447;
SN;w;2001-2007;dar. BSW;6980;27;447;1028;124;450;1045;;1311;2549;250;1912
SN;w;1991-2000;Summe;122629;831;9711;15557;12197;3126;34703;;35310;11195;3271;3826
SN;w;1991-2000;ungültig;338;277;61;;;;;;;;;
SN;w;1991-2000;SPD;6655;;3888;587;380;187;154;;1207;252;80;
SN;w;1991-2000;CDU;9262;;292;7726;138;287;143;;315;360;257;39
SN;w;1991-2000;GRÜNE;16481;73;1929;1460;8785;47;;;3765;422;;7
SN;w;1991-2000;FDP;2760;;182;590;125;1457;282;;38;86;18;50
SN;w;1991-2000;AfD;32703;;142;765;;138;31276;;13;370;163;152
SN;w;1991-2000;CSU;;;;;;;;;;;;
SN;w;1991-2000;Die Linke;33406;73;2093;1267;2224;140;159;;27040;409;54;144
SN;w;1991-2000;Sonstige;21024;408;1124;3163;543;870;2688;;2932;9296;2699;3433
SN;w;1991-2000;dar. FREIE WÄHLER;1983;47;105;106;;154;175;;116;1280;1280;
SN;w;1991-2000;dar. BSW;11018;147;652;2112;140;457;1642;;1394;4474;838;3058
SN;w;1981-1990;Summe;209676;1877;17816;40960;18636;5494;73598;;29768;21527;8322;6533
SN;w;1981-1990;ungültig;921;854;;;6;;27;;33;;;
SN;w;1981-1990;SPD;13792;78;9027;1454;888;253;228;;1302;562;219;70
SN;w;1981-1990;CDU;32955;58;1118;28552;218;498;818;;646;1047;641;261
SN;w;1981-1990;GRÜNE;24427;;2917;2392;14534;78;42;;4175;289;;34
SN;w;1981-1990;FDP;5358;;267;1330;195;2408;424;;93;640;434;132
SN;w;1981-1990;AfD;71095;11;245;1520;;390;67238;;182;1510;607;584
SN;w;1981-1990;CSU;;;;;;;;;;;;
SN;w;1981-1990;Die Linke;25178;;2013;1242;1765;141;75;;19254;689;108;29
SN;w;1981-1990;Sonstige;35948;876;2229;4469;1030;1726;4746;;4083;16789;6313;5422
SN;w;1981-1990;dar. FREIE WÄHLER;4490;50;85;370;11;269;214;;137;3354;3190;
SN;w;1981-1990;dar. BSW;19990;444;1372;3108;121;1113;3274;;2471;8086;1815;5095
SN;w;1966-1980;Summe;294882;2799;23666;69641;14181;7726;120598;;29505;26768;11966;9943
SN;w;1966-1980;ungültig;1577;1376;;45;;;113;;;43;;
SN;w;1966-1980;SPD;20683;28;14097;3149;947;97;122;;1819;424;249;128
SN;w;1966-1980;CDU;55143;;1950;48010;523;905;963;;954;1838;972;473
SN;w;1966-1980;GRÜNE;19856;62;2683;3308;10595;164;179;;2469;397;118;32
SN;w;1966-1980;FDP;9879;;248;3036;7;4488;1198;;131;771;590;70
SN;w;1966-1980;AfD;116680;80;365;2829;;638;110043;;469;2256;1086;713
SN;w;1966-1980;CSU;;;;;;;;;;;;
SN;w;1966-1980;Die Linke;25627;168;2030;2669;1033;149;375;;17932;1270;537;445
SN;w;1966-1980;Sonstige;45437;1085;2293;6595;1074;1285;7605;;5732;19768;8415;8082
SN;w;1966-1980;dar. FREIE WÄHLER;6682;80;274;813;39;158;607;;103;4608;4448;56
SN;w;1966-1980;dar. BSW;29951;742;1256;4779;379;940;6222;;4279;11354;2834;7495
SN;w;1956-1965;Summe;255081;2521;25634;67708;8952;6634;96489;;25377;21766;9200;10003
SN;w;1956-1965;ungültig;1872;1535;54;133;;;105;;;45;45;
SN;w;1956-1965;SPD;23945;37;17326;2917;665;189;314;;1854;642;290;213
SN;w;1956-1965;CDU;56340;119;1862;50045;441;795;1327;;1002;750;601;131
SN;w;1956-1965;GRÜNE;10289;;1402;1349;6265;49;72;;973;179;173;6
SN;w;1956-1965;FDP;7203;;97;2283;39;3970;303;;133;377;277;65
SN;w;1956-1965;AfD;92680;112;223;2493;;320;87249;;233;2050;887;768
SN;w;1956-1965;CSU;;;;;;;;;;;;
SN;w;1956-1965;Die Linke;21347;;1954;2232;845;94;523;;14985;714;292;342
SN;w;1956-1965;Sonstige;41405;718;2715;6256;697;1217;6596;;6197;17010;6636;8478
SN;w;1956-1965;dar. FREIE WÄHLER;5438;54;130;871;42;110;497;;275;3459;3363;
SN;w;1956-1965;dar. BSW;30071;453;2085;4486;426;892;5362;;4992;11375;2215;8377
SN;w;<=1955;Summe;362675;4421;57460;125281;8110;10973;91620;;38777;26033;10069;13749
SN;w;<=1955;ungültig;3748;2477;270;685;;6;221;;75;14;7;7
SN;w;<=1955;SPD;52884;88;41180;5374;1111;527;446;;2975;1183;455;508
SN;w;<=1955;CDU;110950;387;3835;100149;556;1327;1903;;1384;1409;906;365
SN;w;<=1955;GRÜNE;9165;24;1668;1450;5331;106;12;;491;82;82;
SN;w;<=1955;FDP;11847;;448;4212;;6243;596;;263;86;68;17
SN;w;<=1955;AfD;87052;100;478;2847;;502;81334;;553;1238;652;523
SN;w;<=1955;CSU;;;;;;;;;;;;
SN;w;<=1955;Die Linke;34323;154;4296;3167;550;276;485;;24553;842;198;551
SN;w;<=1955;Sonstige;52706;1192;5286;7396;562;1986;6622;;8483;21179;7701;11777
SN;w;<=1955;dar. FREIE WÄHLER;6171;28;243;837;48;208;310;;394;4103;4011;49
SN;w;<=1955;dar. BSW;41545;988;4436;5602;365;1477;5651;;7551;15474;2946;11482
ST;Summe;Summe;Summe;1347837;17293;183951;313319;48599;37603;515634;;165818;65620;42363;
ST;Summe;Summe;ungültig;10488;8516;156;552;53;69;692;;182;267;218;
ST;Summe;Summe;SPD;146535;250;118793;13707;3760;1354;1193;;5796;1682;1107;
ST;Summe;Summe;CDU;256538;925;8908;229728;1420;3788;6507;;2542;2719;1977;
ST;Summe;Summe;GRÜNE;59077;49;12921;5424;34620;213;225;;5051;573;272;
ST;Summe;Summe;FDP;41251;93;1559;13185;285;21394;2538;;1004;1194;811;
ST;Summe;Summe;AfD;496110;913;1926;13981;93;2263;466599;;2756;7580;3430;
ST;Summe;Summe;CSU;;;;;;;;;;;;
ST;Summe;Summe;Die Linke;143807;198;18535;7213;4839;1063;2620;;106898;2442;1181;
ST;Summe;Summe;Sonstige;194031;6349;21154;29529;3529;7459;35260;;41588;49163;33367;
ST;Summe;Summe;dar. FREIE WÄHLER;18449;11;670;1884;130;326;1290;;425;13712;12840;
ST;Summe;Summe;dar. BSW;150411;5909;17582;25003;1602;6235;31334;;37359;25387;15808;
ST;Summe;2001-2007;Summe;73513;757;9488;7899;3383;2576;29685;;16875;2849;1380;
ST;Summe;2001-2007;ungültig;691;572;;6;5;11;67;;;30;30;
ST;Summe;2001-2007;SPD;4048;;2456;559;292;212;150;;317;62;;
ST;Summe;2001-2007;CDU;4883;30;389;3684;10;146;291;;140;192;83;
ST;Summe;2001-2007;GRÜNE;4170;;1491;407;1656;18;45;;553;;;
ST;Summe;2001-2007;FDP;2049;5;144;725;68;929;122;;41;17;5;
ST;Summe;2001-2007;AfD;28525;50;104;812;;264;26847;;126;321;148;
ST;Summe;2001-2007;CSU;;;;;;;;;;;;
ST;Summe;2001-2007;Die Linke;19842;;3545;616;1018;169;203;;13865;425;142;
ST;Summe;2001-2007;Sonstige;9305;101;1358;1090;334;829;1960;;1832;1801;972;
ST;Summe;2001-2007;dar. FREIE WÄHLER;310;;;30;;;82;;;198;198;
ST;Summe;2001-2007;dar. BSW;5600;49;885;880;;576;1310;;1202;699;324;
ST;Summe;1991-2000;Summe;104028;721;13071;12193;7418;2937;43995;;17568;6125;3567;
ST;Summe;1991-2000;ungültig;500;447;;18;;6;18;;;12;6;
ST;Summe;1991-2000;SPD;5831;;4348;703;339;56;31;;261;93;42;
ST;Summe;1991-2000;CDU;8310;;415;6825;85;261;398;;181;144;131;
ST;Summe;1991-2000;GRÜNE;9709;;2404;581;5141;58;56;;1315;155;65;
ST;Summe;1991-2000;FDP;3034;;152;872;46;1741;136;;12;75;69;
ST;Summe;1991-2000;AfD;42906;147;44;942;52;108;40941;;106;567;277;
ST;Summe;1991-2000;CSU;;;;;;;;;;;;
ST;Summe;1991-2000;Die Linke;19719;6;3940;648;943;105;248;;13462;367;11;
ST;Summe;1991-2000;Sonstige;14018;120;1767;1604;811;603;2167;;2231;4714;2967;
ST;Summe;1991-2000;dar. FREIE WÄHLER;1515;6;10;138;51;17;24;;39;1229;1078;
ST;Summe;1991-2000;dar. BSW;8286;104;1258;1084;196;441;1705;;1392;2107;1268;
ST;Summe;1981-1990;Summe;208602;2067;18792;38227;10840;5473;100675;;20134;12394;8037;
ST;Summe;1981-1990;ungültig;1404;1243;6;73;5;;54;;5;19;19;
ST;Summe;1981-1990;SPD;11995;;9326;1498;453;101;73;;399;143;143;
ST;Summe;1981-1990;CDU;28531;91;1164;24571;272;486;1245;;183;518;404;
ST;Summe;1981-1990;GRÜNE;14156;;2998;1202;8372;;63;;1323;198;86;
ST;Summe;1981-1990;FDP;5958;33;182;1970;29;2793;405;;120;426;230;
ST;Summe;1981-1990;AfD;99206;113;338;2485;18;426;93294;;426;2107;1063;
ST;Summe;1981-1990;CSU;;;;;;;;;;;;
ST;Summe;1981-1990;Die Linke;17935;14;2417;621;739;136;196;;13361;450;272;
ST;Summe;1981-1990;Sonstige;29417;572;2362;5806;951;1531;5345;;4317;8533;5821;
ST;Summe;1981-1990;dar. FREIE WÄHLER;3898;5;155;386;12;58;311;;91;2881;2801;
ST;Summe;1981-1990;dar. BSW;18822;488;1455;4488;257;1246;4614;;3199;3075;1928;
ST;Summe;1966-1980;Summe;319413;3178;29262;70375;12718;8599;148543;;29124;17613;11580;
ST;Summe;1966-1980;ungültig;1713;1490;52;53;;6;91;;16;5;5;
ST;Summe;1966-1980;SPD;24146;34;18663;2699;1129;193;126;;843;459;281;
ST;Summe;1966-1980;CDU;55900;221;1726;49874;433;940;1559;;376;772;618;
ST;Summe;1966-1980;GRÜNE;14977;16;2724;1310;9752;10;50;;1004;111;111;
ST;Summe;1966-1980;FDP;10322;;336;3422;16;5030;779;;296;442;386;
ST;Summe;1966-1980;AfD;144105;106;192;4168;;576;136105;;746;2211;748;
ST;Summe;1966-1980;CSU;;;;;;;;;;;;
ST;Summe;1966-1980;Die Linke;24408;;2250;1751;995;241;703;;17963;505;321;
ST;Summe;1966-1980;Sonstige;43843;1311;3320;7099;392;1603;9130;;7881;13108;9108;
ST;Summe;1966-1980;dar. FREIE WÄHLER;4359;;134;472;6;52;404;;160;3131;2950;
ST;Summe;1966-1980;dar. BSW;34052;1193;2701;6082;258;1495;8000;;6998;7325;4936;
ST;Summe;1956-1965;Summe;291382;3994;40053;72508;6676;7556;112860;;34029;13704;9294;
ST;Summe;1956-1965;ungültig;2205;1805;6;61;;;223;;16;94;50;
ST;Summe;1956-1965;SPD;34246;95;28260;2557;732;480;303;;1264;556;425;
ST;Summe;1956-1965;CDU;61025;290;1909;55014;294;775;1584;;702;458;263;
ST;Summe;1956-1965;GRÜNE;7602;;1572;908;4702;;12;;398;11;5;
ST;Summe;1956-1965;FDP;8551;55;74;3032;13;4388;495;;374;120;27;
ST;Summe;1956-1965;AfD;106180;260;409;2783;6;466;100198;;761;1297;731;
ST;Summe;1956-1965;CSU;;;;;;;;;;;;
ST;Summe;1956-1965;Die Linke;25010;51;2663;1403;532;158;580;;19234;390;221;
ST;Summe;1956-1965;Sonstige;46563;1439;5161;6750;398;1289;9465;;11281;10779;7572;
ST;Summe;1956-1965;dar. FREIE WÄHLER;4338;;171;315;47;47;332;;92;3335;3054;
ST;Summe;1956-1965;dar. BSW;39224;1406;4633;6247;319;1108;8752;;10896;5864;3674;
ST;Summe;<=1955;Summe;350900;6576;73284;112117;7564;10462;79875;;48087;12935;8505;
ST;Summe;<=1955;ungültig;3975;2959;93;341;44;47;239;;146;108;108;
ST;Summe;<=1955;SPD;66270;122;55740;5691;814;312;510;;2713;368;217;
ST;Summe;<=1955;CDU;97889;293;3305;89760;326;1180;1429;;960;636;478;
ST;Summe;<=1955;GRÜNE;8463;33;1732;1016;4997;128;;;459;98;5;
ST;Summe;<=1955;FDP;11336;;671;3164;113;6513;600;;160;115;94;
ST;Summe;<=1955;AfD;75188;238;839;2790;17;423;69214;;591;1077;463;
ST;Summe;<=1955;CSU;;;;;;;;;;;;
ST;Summe;<=1955;Die Linke;36894;127;3720;2174;611;254;690;;29013;305;214;
ST;Summe;<=1955;Sonstige;50885;2805;7185;7180;643;1604;7193;;14045;10229;6927;
ST;Summe;<=1955;dar. FREIE WÄHLER;4029;;200;543;14;152;137;;44;2940;2759;
ST;Summe;<=1955;dar. BSW;44427;2669;6649;6222;573;1369;6954;;13672;6319;3679;
ST;m|d|o;Summe;Summe;658334;7684;79340;144710;22123;16419;291922;;69576;26561;15902;
ST;m|d|o;Summe;ungültig;4570;3691;126;187;49;6;396;;74;41;41;
ST;m|d|o;Summe;SPD;64390;113;52384;6175;1383;565;782;;2422;566;373;
ST;m|d|o;Summe;CDU;119764;517;3902;106998;616;1615;3516;;1238;1361;992;
ST;m|d|o;Summe;GRÜNE;27213;44;5821;2637;16003;123;113;;2171;300;109;
ST;m|d|o;Summe;FDP;20014;39;490;6711;176;10238;1385;;313;661;425;
ST;m|d|o;Summe;AfD;285211;280;923;7904;19;1075;269526;;1456;4029;1638;
ST;m|d|o;Summe;CSU;;;;;;;;;;;;
ST;m|d|o;Summe;Die Linke;58988;80;7418;2755;1981;234;1186;;44375;961;394;
ST;m|d|o;Summe;Sonstige;78184;2920;8276;11342;1896;2563;15019;;17525;18642;11930;
ST;m|d|o;Summe;dar. FREIE WÄHLER;6512;;336;650;108;36;426;;77;4879;4780;
ST;m|d|o;Summe;dar. BSW;59928;2675;6827;9625;713;2165;13489;;15504;8930;5123;
ST;m|d|o;2001-2007;Summe;37519;401;4095;5087;1662;1488;17584;;5453;1747;945;
ST;m|d|o;2001-2007;ungültig;390;287;;;;6;67;;;30;30;
ST;m|d|o;2001-2007;SPD;2464;;1480;398;75;76;150;;233;51;;
ST;m|d|o;2001-2007;CDU;3208;30;301;2379;5;97;193;;16;187;78;
ST;m|d|o;2001-2007;GRÜNE;2165;;625;266;900;18;45;;312;;;
ST;m|d|o;2001-2007;FDP;1234;;29;476;68;536;93;;15;17;5;
ST;m|d|o;2001-2007;AfD;17276;;104;541;;214;16067;;111;239;118;
ST;m|d|o;2001-2007;CSU;;;;;;;;;;;;
ST;m|d|o;2001-2007;Die Linke;6445;;1048;390;416;48;105;;4270;169;69;
ST;m|d|o;2001-2007;Sonstige;4336;84;509;637;200;493;863;;496;1053;644;
ST;m|d|o;2001-2007;dar. FREIE WÄHLER;200;;;25;;;76;;;99;99;
ST;m|d|o;2001-2007;dar. BSW;2326;38;296;474;;304;545;;301;366;200;
