# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2022;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 20. Deutschen Bundestag (26. September 2021);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2021'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien geringfügig vom amtlichen Endergebnis ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: AfD;Erststimme: FDP;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. dieBasis
Bund;w;1987 - 1996;CDU;309956;829;250648;20036;5017;16765;1373;8751;;6537;3230;634
Bund;w;1987 - 1996;SPD;550848;974;42985;378046;6114;16898;14936;61883;8778;20233;8495;1718
Bund;w;1987 - 1996;AfD;238724;442;9750;7333;192516;10358;1365;603;2584;13772;5143;5468
Bund;w;1987 - 1996;FDP;357148;751;58784;32653;8713;206929;4222;15667;10762;18666;9997;2155
Bund;w;1987 - 1996;DIE LINKE;189361;298;2658;21739;1765;3152;110087;38132;429;11102;1893;1193
Bund;w;1987 - 1996;GRÜNE;770476;1055;23769;101090;702;10869;46714;557751;5245;23281;4465;1061
Bund;w;1987 - 1996;CSU;99525;200;;3492;1040;3999;287;2871;82535;5101;4012;107
Bund;w;1987 - 1996;Sonstige;455073;3739;24549;53428;23785;32777;29242;46338;12209;229006;80128;51098
Bund;w;1987 - 1996;dar. FREIE WÄHLER;96409;294;4538;6076;3375;6921;1096;2121;7708;64281;57120;2253
Bund;w;1987 - 1996;dar. dieBasis;54056;128;1347;1948;4985;2564;1193;804;211;40876;1862;36517
Bund;w;1977 - 1986;Summe;3260299;28063;611336;715426;339998;294526;162862;594873;169097;344119;129090;91087
Bund;w;1977 - 1986;Ungültig;23148;17187;1377;1338;841;511;162;436;180;1117;351;286
Bund;w;1977 - 1986;CDU;485180;857;408984;25135;7499;20106;2638;11205;;8756;4714;1101
Bund;w;1977 - 1986;SPD;674036;2143;56005;476792;7526;18517;16368;64203;11365;21117;9831;1780
Bund;w;1977 - 1986;AfD;348645;861;14784;12161;281364;11421;2928;717;2872;21537;6645;9540
Bund;w;1977 - 1986;FDP;363384;1201;71112;29910;10342;201631;3353;11716;14723;19395;10591;3360
Bund;w;1977 - 1986;DIE LINKE;147606;296;3575;21230;2553;3502;90393;16666;394;8998;2005;1774
Bund;w;1977 - 1986;GRÜNE;654950;702;29250;101286;723;8778;26757;462597;6600;18256;4265;932
Bund;w;1977 - 1986;CSU;137361;214;;4400;1021;3557;284;2406;119304;6175;4370;177
Bund;w;1977 - 1986;Sonstige;425989;4601;26249;43174;28130;26502;19980;24927;13659;238768;86317;72137
Bund;w;1977 - 1986;dar. FREIE WÄHLER;112407;224;5270;7637;4566;6812;1325;2065;8883;75625;66994;3380
Bund;w;1977 - 1986;dar. dieBasis;79799;592;1408;1971;6781;3006;1716;1463;385;62479;2587;56935
Bund;w;1962 - 1976;Summe;6361936;60350;1333156;1669275;587694;537423;271686;980652;361561;560139;222803;156260
Bund;w;1962 - 1976;Ungültig;48390;35116;3263;2920;1641;1084;807;1037;500;2022;389;975
Bund;w;1962 - 1976;CDU;1122204;3210;969010;48352;13453;44407;3612;26273;;13887;7650;1471
Bund;w;1962 - 1976;SPD;1692944;6038;109564;1262029;14687;38430;37213;155912;23943;45127;21745;3886
Bund;w;1962 - 1976;AfD;600326;2191;21893;18155;495565;18046;4804;1303;4836;33532;9853;17308
Bund;w;1962 - 1976;FDP;676307;3288;139517;57763;17075;372702;6750;22366;25230;31616;18015;5133
Bund;w;1962 - 1976;DIE LINKE;259933;1029;6651;37301;4382;4627;166469;26414;680;12379;4006;2705
Bund;w;1962 - 1976;GRÜNE;1010716;1692;47982;170791;750;14904;27246;710662;12266;24422;5477;1636
Bund;w;1962 - 1976;CSU;310385;1000;;9995;2601;6786;347;5530;272692;11433;8310;219
Bund;w;1962 - 1976;Sonstige;640732;6786;35276;61968;37540;36436;24437;31154;21415;385720;147358;122927
Bund;w;1962 - 1976;dar. FREIE WÄHLER;188505;567;8627;11294;6906;9734;2414;3000;15074;130888;119085;4602
Bund;w;1962 - 1976;dar. dieBasis;135501;527;2495;3117;8597;3885;2352;2017;602;111909;3603;104152
Bund;w;1952 - 1961;Summe;4296976;51247;1028908;1344468;349685;279804;200079;516093;277380;249313;108024;64457
Bund;w;1952 - 1961;Ungültig;43582;28471;4476;4338;2342;808;638;741;707;1060;236;337
Bund;w;1952 - 1961;CDU;895662;4131;800256;33475;9563;23745;2991;14062;;7440;4296;668
Bund;w;1952 - 1961;SPD;1380886;6129;76494;1095612;9394;21585;34104;99356;16884;21328;11199;1700
Bund;w;1952 - 1961;AfD;351319;2814;13391;10803;297209;8041;2869;901;2820;12471;3633;5923
Bund;w;1952 - 1961;FDP;372200;1544;84661;36609;9879;200003;3023;9550;14572;12358;7459;1754
Bund;w;1952 - 1961;DIE LINKE;197851;827;5779;29258;3418;2563;132097;17009;367;6533;2092;1544
Bund;w;1952 - 1961;GRÜNE;525859;1563;27242;100914;535;5851;13546;360318;7284;8605;2385;748
Bund;w;1952 - 1961;CSU;246580;866;;7203;1553;4637;375;2860;222163;6922;4851;253
Bund;w;1952 - 1961;Sonstige;283038;4901;16608;26257;15793;12570;10435;11297;12582;172595;71875;51532
Bund;w;1952 - 1961;dar. FREIE WÄHLER;94566;705;4763;6240;3216;3980;1612;1237;8717;64096;59012;1593
Bund;w;1952 - 1961;dar. dieBasis;59968;473;1274;1448;4169;1058;1608;1059;294;48586;1556;45289
Bund;w;1951 und früher;Summe;5457749;96443;1873739;1805895;237592;294456;194876;339804;450665;164279;72153;37491
Bund;w;1951 und früher;Ungültig;92304;52268;14739;13243;2377;2394;1596;1668;2473;1547;331;598
Bund;w;1951 und früher;CDU;1708716;12607;1577314;51105;8228;34044;4675;13738;;7004;3337;874
Bund;w;1951 und früher;SPD;1843821;14271;102927;1542638;8542;22030;38028;79205;20511;15668;7864;1275
Bund;w;1951 und früher;AfD;241030;2633;12209;8467;200411;5737;2597;461;2104;6412;1691;2683
Bund;w;1951 und früher;FDP;400475;3053;113524;38129;6050;206919;2630;6703;16177;7290;3822;978
Bund;w;1951 und früher;DIE LINKE;186692;1360;6470;30763;2251;1923;131789;8597;475;3064;665;496
Bund;w;1951 und früher;GRÜNE;362852;1813;29063;88015;274;5806;6866;220567;6119;4329;1451;440
Bund;w;1951 und früher;CSU;418165;2584;;10069;1168;5773;244;2984;388912;6431;4109;167
Bund;w;1951 und früher;Sonstige;203694;5854;17493;23466;8291;9831;6449;5882;13893;112534;48884;29979
Bund;w;1951 und früher;dar. FREIE WÄHLER;75485;983;4523;5908;2113;3733;1033;724;10682;45787;42445;1015
Bund;w;1951 und früher;dar. dieBasis;32750;201;909;1423;1440;818;604;309;266;26780;625;25407
SH;Summe;Summe;Summe;1776145;16132;465975;530301;113641;167191;55523;315633;;111749;27450;27446
SH;Summe;Summe;Ungültig;13391;9542;1495;952;559;402;20;80;;342;65;105
SH;Summe;Summe;CDU;388399;1076;349201;10161;3313;11842;317;8106;;4384;1220;482
SH;Summe;Summe;SPD;494055;1385;21715;394573;2943;11011;4869;47105;;10453;2965;792
SH;Summe;Summe;AfD;119566;644;8201;5044;94958;5107;958;334;;4320;1015;2089
SH;Summe;Summe;FDP;220039;878;56889;20528;3057;119819;1387;9637;;7844;2613;1667
SH;Summe;Summe;DIE LINKE;64238;189;1089;10752;787;1073;34660;11714;;3974;617;893
SH;Summe;Summe;GRÜNE;322763;695;14986;63465;420;6296;6425;223771;;6706;904;635
SH;Summe;Summe;CSU;;;;;;;;;;;;
SH;Summe;Summe;Sonstige;153694;1723;12398;24826;7605;11641;6888;14886;;73727;18051;20782
SH;Summe;Summe;dar. FREIE WÄHLER;17043;24;1799;1636;860;1880;93;247;;10503;9607;389
SH;Summe;Summe;dar. dieBasis;23407;7;289;849;1094;1077;412;702;;18977;720;17586
SH;Summe;1997 - 2003;Summe;132362;1042;17331;26156;5212;24296;8530;38850;;10944;2119;1419
SH;Summe;1997 - 2003;Ungültig;869;736;;51;;64;20;;;;;
SH;Summe;1997 - 2003;CDU;10852;29;8313;559;71;967;37;454;;421;42;
SH;Summe;1997 - 2003;SPD;22560;55;1638;14715;76;1805;322;3137;;813;95;29
SH;Summe;1997 - 2003;AfD;6159;;650;298;4300;483;15;8;;405;63;55
SH;Summe;1997 - 2003;FDP;28854;139;4853;2741;255;17158;224;2049;;1435;512;217
SH;Summe;1997 - 2003;DIE LINKE;9898;;93;1015;11;281;4741;2986;;770;;183
SH;Summe;1997 - 2003;GRÜNE;35836;;864;4168;40;1009;1456;27304;;995;235;72
SH;Summe;1997 - 2003;CSU;;;;;;;;;;;;
SH;Summe;1997 - 2003;Sonstige;17333;83;920;2611;460;2529;1714;2913;;6105;1172;863
SH;Summe;1997 - 2003;dar. FREIE WÄHLER;1445;24;86;220;55;391;;91;;579;482;24
SH;Summe;1997 - 2003;dar. dieBasis;797;;;;7;26;39;28;;697;68;505
SH;Summe;1987 - 1996;Summe;196451;1207;29852;47125;18145;26256;10505;45224;;18137;3971;3416
SH;Summe;1987 - 1996;Ungültig;1018;783;;62;62;69;;42;;;;
SH;Summe;1987 - 1996;CDU;22828;14;18010;1793;468;1326;3;633;;580;220;
SH;Summe;1987 - 1996;SPD;37953;;2050;27482;630;1349;614;4361;;1466;397;98
SH;Summe;1987 - 1996;AfD;18400;;1288;830;14389;870;226;73;;725;103;489
SH;Summe;1987 - 1996;FDP;31467;19;5490;3551;790;19274;262;1195;;886;362;187
SH;Summe;1987 - 1996;DIE LINKE;11134;40;166;1512;88;278;6122;2339;;589;118;132
SH;Summe;1987 - 1996;GRÜNE;45369;108;986;7810;;885;1444;32896;;1240;32;290
SH;Summe;1987 - 1996;CSU;;;;;;;;;;;;
SH;Summe;1987 - 1996;Sonstige;28282;243;1862;4085;1717;2205;1833;3684;;12652;2738;2219
SH;Summe;1987 - 1996;dar. FREIE WÄHLER;2764;;419;319;114;324;19;40;;1530;1355;
SH;Summe;1987 - 1996;dar. dieBasis;2711;;39;170;272;197;8;110;;1915;8;1652
SH;Summe;1977 - 1986;Summe;228536;1198;50644;59735;21181;21683;8596;43644;;21855;5946;5596
SH;Summe;1977 - 1986;Ungültig;1010;704;74;18;47;43;;;;124;;
SH;Summe;1977 - 1986;CDU;39714;62;33611;1901;748;1643;50;1072;;626;174;45
SH;Summe;1977 - 1986;SPD;51481;117;2939;39075;514;1237;620;5228;;1753;501;99
SH;Summe;1977 - 1986;AfD;22341;77;1897;1127;17128;1125;89;8;;891;301;377
SH;Summe;1977 - 1986;FDP;29227;42;7787;3033;629;14901;215;805;;1815;600;482
SH;Summe;1977 - 1986;DIE LINKE;9454;49;162;1771;48;45;5523;1053;;803;162;215
SH;Summe;1977 - 1986;GRÜNE;47511;;2157;8693;137;956;873;33356;;1338;242;18
SH;Summe;1977 - 1986;CSU;;;;;;;;;;;;
SH;Summe;1977 - 1986;Sonstige;27798;148;2018;4115;1931;1734;1226;2123;;14504;3966;4359
SH;Summe;1977 - 1986;dar. FREIE WÄHLER;3374;;208;238;207;483;18;22;;2198;2055;93
SH;Summe;1977 - 1986;dar. dieBasis;5044;;40;277;463;194;141;30;;3899;255;3597
SH;Summe;1962 - 1976;Summe;501135;3313;127122;143532;38269;46261;15354;89966;;37319;9676;10470
SH;Summe;1962 - 1976;Ungültig;2562;1890;226;73;227;19;;;;128;65;60
SH;Summe;1962 - 1976;CDU;104108;47;93043;2329;1210;3633;8;2416;;1422;492;268
SH;Summe;1962 - 1976;SPD;137241;256;6338;106039;1050;3526;1867;14282;;3883;1024;434
SH;Summe;1962 - 1976;AfD;39830;93;2258;1272;32528;1595;240;233;;1609;409;862
SH;Summe;1962 - 1976;FDP;59076;236;15896;4906;816;32277;325;2636;;1983;462;630
SH;Summe;1962 - 1976;DIE LINKE;17059;51;414;2955;210;237;9728;2292;;1173;218;171
SH;Summe;1962 - 1976;GRÜNE;93568;245;4639;18325;114;1874;1705;64535;;2130;167;121
SH;Summe;1962 - 1976;CSU;;;;;;;;;;;;
SH;Summe;1962 - 1976;Sonstige;47691;495;4308;7634;2114;3101;1479;3571;;24990;6840;7924
SH;Summe;1962 - 1976;dar. FREIE WÄHLER;6067;;696;595;326;419;48;96;;3887;3666;158
SH;Summe;1962 - 1976;dar. dieBasis;8979;;187;218;260;467;104;373;;7369;290;6921
SH;Summe;1952 - 1961;Summe;306884;2787;76765;107721;18163;21959;7870;56552;;15066;3882;4431
SH;Summe;1952 - 1961;Ungültig;2197;1506;264;298;128;;;;;;;
SH;Summe;1952 - 1961;CDU;66808;217;59889;1730;587;1805;52;1877;;651;167;57
SH;Summe;1952 - 1961;SPD;103351;186;3639;83656;313;1766;1138;11084;;1570;580;
SH;Summe;1952 - 1961;AfD;18453;169;869;697;15342;630;239;13;;495;100;270
SH;Summe;1952 - 1961;FDP;29883;170;7841;3079;380;15848;215;1206;;1144;523;90
SH;Summe;1952 - 1961;DIE LINKE;10687;39;74;2129;337;203;5216;2089;;600;116;192
SH;Summe;1952 - 1961;GRÜNE;56146;187;2454;12703;105;745;688;38619;;645;183;58
SH;Summe;1952 - 1961;CSU;;;;;;;;;;;;
SH;Summe;1952 - 1961;Sonstige;19358;314;1735;3428;971;962;322;1664;;9961;2212;3763
SH;Summe;1952 - 1961;dar. FREIE WÄHLER;2104;;273;113;97;115;8;;;1499;1314;95
SH;Summe;1952 - 1961;dar. dieBasis;4232;7;15;82;77;155;81;113;;3701;99;3524
SH;Summe;1951 und früher;Summe;410777;6584;164261;146032;12672;26735;4668;41396;;8428;1856;2115
SH;Summe;1951 und früher;Ungültig;5735;3924;931;449;95;207;;38;;91;;45
SH;Summe;1951 und früher;CDU;144090;707;136335;1849;229;2468;166;1653;;683;125;113
SH;Summe;1951 und früher;SPD;141469;771;5112;123607;360;1329;308;9013;;969;367;132
SH;Summe;1951 und früher;AfD;14383;305;1240;820;11271;404;149;;;196;39;36
SH;Summe;1951 und früher;FDP;41532;272;15022;3218;187;20361;146;1745;;581;153;60
SH;Summe;1951 und früher;DIE LINKE;6006;11;181;1370;93;29;3329;955;;38;3;
SH;Summe;1951 und früher;GRÜNE;44332;154;3886;11766;24;827;259;27060;;357;45;75
SH;Summe;1951 und früher;CSU;;;;;;;;;;;;
SH;Summe;1951 und früher;Sonstige;13231;441;1556;2953;412;1111;312;932;;5515;1123;1655
SH;Summe;1951 und früher;dar. FREIE WÄHLER;1288;;118;151;62;149;;;;809;734;19
SH;Summe;1951 und früher;dar. dieBasis;1643;;8;102;15;37;39;47;;1395;;1388
SH;m;Summe;Summe;855889;8095;228312;247431;70684;87016;26554;134598;;53200;12897;10879
SH;m;Summe;Ungültig;6381;4502;812;372;332;166;;42;;155;;45
SH;m;Summe;CDU;186734;693;168758;4005;2090;5539;128;3247;;2273;599;63
SH;m;Summe;SPD;229377;724;9250;186521;1635;4803;2430;19145;;4869;1302;294
SH;m;Summe;AfD;73995;286;5142;2409;60398;2785;478;149;;2348;455;1075
SH;m;Summe;FDP;118832;537;32258;9338;1711;66059;555;4552;;3822;1239;632
SH;m;Summe;DIE LINKE;32040;97;580;5838;448;422;17221;5136;;2298;170;610
SH;m;Summe;GRÜNE;139326;388;6408;27819;272;2570;2426;96517;;2926;476;222
SH;m;Summe;CSU;;;;;;;;;;;;
SH;m;Summe;Sonstige;69204;867;5105;11128;3797;4672;3316;5809;;34510;8656;7939
SH;m;Summe;dar. FREIE WÄHLER;8171;21;697;643;447;735;45;18;;5567;5163;111
SH;m;Summe;dar. dieBasis;8779;;59;316;425;380;143;199;;7257;354;6598
SH;m;1997 - 2003;Summe;66529;694;9478;12901;3319;14435;3857;16164;;5681;863;554
SH;m;1997 - 2003;Ungültig;593;479;;51;;64;;;;;;
SH;m;1997 - 2003;CDU;5550;29;4254;228;68;541;8;140;;281;28;
SH;m;1997 - 2003;SPD;11466;;817;7674;76;742;118;1561;;478;8;
SH;m;1997 - 2003;AfD;3653;;284;113;2692;219;8;;;338;63;44
SH;m;1997 - 2003;FDP;17629;130;2962;1091;162;11298;130;1168;;688;258;30
SH;m;1997 - 2003;DIE LINKE;4253;;77;530;;48;2025;1021;;553;;183
SH;m;1997 - 2003;GRÜNE;14872;;504;1842;40;348;599;10993;;546;147;
SH;m;1997 - 2003;CSU;;;;;;;;;;;;
SH;m;1997 - 2003;Sonstige;8512;55;580;1373;282;1176;969;1281;;2798;360;298
SH;m;1997 - 2003;dar. FREIE WÄHLER;527;21;42;82;55;116;;;;211;175;
SH;m;1997 - 2003;dar. dieBasis;349;;;;;15;39;3;;292;68;154
SH;m;1987 - 1996;Summe;96579;578;14851;20904;10100;15494;5186;20209;;9256;1683;1519
SH;m;1987 - 1996;Ungültig;390;341;;7;;;;42;;;;
SH;m;1987 - 1996;CDU;11268;;8844;724;353;817;3;182;;344;90;
SH;m;1987 - 1996;SPD;17128;;990;12670;274;584;236;1819;;556;100;37
SH;m;1987 - 1996;AfD;10723;;735;367;8515;455;171;70;;410;63;218
SH;m;1987 - 1996;FDP;18734;19;3216;1869;359;12261;48;471;;491;151;127
SH;m;1987 - 1996;DIE LINKE;5871;40;72;727;68;85;3481;1028;;371;21;110
SH;m;1987 - 1996;GRÜNE;19996;90;339;2877;;548;481;15102;;559;;113
SH;m;1987 - 1996;CSU;;;;;;;;;;;;
SH;m;1987 - 1996;Sonstige;12469;89;655;1663;532;745;765;1495;;6526;1259;914
SH;m;1987 - 1996;dar. FREIE WÄHLER;1155;;79;138;7;32;19;15;;865;768;
SH;m;1987 - 1996;dar. dieBasis;929;;26;64;44;;8;;;788;;623
SH;m;1977 - 1986;Summe;107371;549;23770;27281;13607;10462;4101;17679;;9922;2686;2488
SH;m;1977 - 1986;Ungültig;414;281;53;18;;;;;;62;;
SH;m;1977 - 1986;CDU;17920;62;15381;527;430;687;42;464;;327;77;
SH;m;1977 - 1986;SPD;23417;62;1182;18234;359;544;249;2078;;709;141;18
SH;m;1977 - 1986;AfD;13783;;1056;512;11293;584;39;8;;291;102;160
SH;m;1977 - 1986;FDP;14787;42;4484;1438;406;7450;84;146;;738;219;175
SH;m;1977 - 1986;DIE LINKE;4559;7;124;750;48;;2717;518;;396;35;96
SH;m;1977 - 1986;GRÜNE;20032;;974;4032;71;402;343;13710;;500;117;11
SH;m;1977 - 1986;CSU;;;;;;;;;;;;
SH;m;1977 - 1986;Sonstige;12458;95;515;1770;1001;794;628;756;;6900;1994;2028
SH;m;1977 - 1986;dar. FREIE WÄHLER;1570;;70;80;53;300;18;;;1048;986;54
SH;m;1977 - 1986;dar. dieBasis;2390;;19;130;260;121;11;23;;1826;117;1676
SH;m;1962 - 1976;Summe;245329;1772;66001;68443;24942;22852;6835;37377;;17108;4746;3984
SH;m;1962 - 1976;Ungültig;1154;986;28;29;109;;;;;3;;
SH;m;1962 - 1976;CDU;53882;26;48327;1158;865;1890;8;987;;621;234;63
SH;m;1962 - 1976;SPD;64224;183;2838;51127;539;1486;977;5314;;1761;588;218
SH;m;1962 - 1976;AfD;25932;93;1512;750;21608;854;96;65;;953;213;458
SH;m;1962 - 1976;FDP;31064;164;9154;1895;461;16818;91;1439;;1042;264;229
SH;m;1962 - 1976;DIE LINKE;7755;;159;1429;111;140;4324;992;;600;76;115
SH;m;1962 - 1976;GRÜNE;40332;49;2085;8546;81;783;719;27328;;741;58;48
SH;m;1962 - 1976;CSU;;;;;;;;;;;;
SH;m;1962 - 1976;Sonstige;20986;272;1899;3510;1168;881;621;1251;;11385;3313;2852
SH;m;1962 - 1976;dar. FREIE WÄHLER;3108;;349;250;195;171;;3;;2140;2050;28
SH;m;1962 - 1976;dar. dieBasis;3057;;8;87;37;141;85;133;;2566;95;2435
SH;m;1952 - 1961;Summe;150261;1634;38538;52157;11096;10622;3944;24632;;7639;2138;1747
SH;m;1952 - 1961;Ungültig;1307;867;184;127;128;;;;;;;
SH;m;1952 - 1961;CDU;32503;188;29765;698;246;611;8;602;;387;120;
SH;m;1952 - 1961;SPD;49395;94;1749;40623;211;813;661;4389;;856;265;
SH;m;1952 - 1961;AfD;11444;86;750;305;9528;380;88;6;;301;;179
SH;m;1952 - 1961;FDP;15210;121;4315;1474;193;7866;120;425;;695;320;40
SH;m;1952 - 1961;DIE LINKE;5993;39;10;1426;221;128;2697;1099;;372;35;106
SH;m;1952 - 1961;GRÜNE;25324;140;1037;5712;60;273;220;17473;;409;148;51
SH;m;1952 - 1961;CSU;;;;;;;;;;;;
SH;m;1952 - 1961;Sonstige;9086;98;727;1792;510;550;150;638;;4620;1251;1371
SH;m;1952 - 1961;dar. FREIE WÄHLER;1347;;117;92;76;115;8;;;940;822;28
SH;m;1952 - 1961;dar. dieBasis;1651;;8;35;77;76;;39;;1417;74;1343
SH;m;1951 und früher;Summe;189819;2868;75673;65744;7620;13152;2630;18538;;3594;781;587
SH;m;1951 und früher;Ungültig;2523;1548;547;140;95;103;;;;91;;45
SH;m;1951 und früher;CDU;65610;388;62187;669;129;993;60;871;;313;49;
SH;m;1951 und früher;SPD;63747;386;1675;56193;177;634;188;3985;;509;201;21
SH;m;1951 und früher;AfD;8461;107;804;362;6763;294;77;;;54;14;15
SH;m;1951 und früher;FDP;21407;60;8126;1572;130;10366;82;902;;168;28;30
SH;m;1951 und früher;DIE LINKE;3609;11;138;977;;21;1977;478;;6;3;
SH;m;1951 und früher;GRÜNE;18770;110;1468;4810;21;215;64;11912;;171;6;
SH;m;1951 und früher;CSU;;;;;;;;;;;;
SH;m;1951 und früher;Sonstige;5693;257;729;1021;305;526;183;390;;2281;480;475
SH;m;1951 und früher;dar. FREIE WÄHLER;463;;39;;62;;;;;362;362;
SH;m;1951 und früher;dar. dieBasis;403;;;;7;28;;;;368;;368
SH;w;Summe;Summe;920256;8037;237663;282870;42957;80175;28969;181035;;58549;14553;16567
SH;w;Summe;Ungültig;7010;5040;683;580;226;235;20;38;;187;65;60
SH;w;Summe;CDU;201665;383;180443;6156;1223;6303;189;4859;;2110;621;419
SH;w;Summe;SPD;264678;661;12465;208052;1309;6208;2439;27960;;5584;1663;498
SH;w;Summe;AfD;45571;357;3060;2635;34560;2322;480;185;;1973;561;1015
SH;w;Summe;FDP;101207;341;24632;11190;1346;53760;832;5085;;4022;1373;1035
SH;w;Summe;DIE LINKE;32198;93;510;4914;339;650;17439;6578;;1676;447;283
SH;w;Summe;GRÜNE;183437;306;8578;35645;148;3726;3999;127254;;3780;429;413
SH;w;Summe;CSU;;;;;;;;;;;;
SH;w;Summe;Sonstige;84490;856;7293;13698;3807;6970;3572;9077;;39217;9395;12844
SH;w;Summe;dar. FREIE WÄHLER;8872;3;1102;994;413;1146;48;230;;4936;4444;279
SH;w;Summe;dar. dieBasis;14628;7;229;534;669;697;269;502;;11720;366;10988
SH;w;1997 - 2003;Summe;65832;349;7852;13255;1893;9861;4674;22686;;5263;1255;864
SH;w;1997 - 2003;Ungültig;276;257;;;;;20;;;;;
SH;w;1997 - 2003;CDU;5302;;4059;331;3;426;29;314;;140;14;
SH;w;1997 - 2003;SPD;11094;55;821;7041;;1063;204;1576;;335;88;29
SH;w;1997 - 2003;AfD;2506;;366;185;1608;265;8;8;;67;;11
SH;w;1997 - 2003;FDP;11224;9;1890;1650;92;5860;94;881;;747;254;187
SH;w;1997 - 2003;DIE LINKE;5644;;16;485;11;234;2717;1964;;217;;
SH;w;1997 - 2003;GRÜNE;20965;;360;2326;;661;857;16312;;450;88;72
SH;w;1997 - 2003;CSU;;;;;;;;;;;;
SH;w;1997 - 2003;Sonstige;8821;28;340;1238;178;1353;746;1632;;3307;811;565
SH;w;1997 - 2003;dar. FREIE WÄHLER;918;3;44;138;;274;;91;;368;307;24
SH;w;1997 - 2003;dar. dieBasis;449;;;;7;11;;25;;405;;351
SH;w;1987 - 1996;Summe;99872;629;15001;26221;8045;10762;5318;25015;;8881;2287;1897
SH;w;1987 - 1996;Ungültig;628;442;;56;62;69;;;;;;
SH;w;1987 - 1996;CDU;11560;14;9166;1069;115;509;;451;;236;130;
SH;w;1987 - 1996;SPD;20824;;1060;14812;357;765;378;2543;;910;297;62
SH;w;1987 - 1996;AfD;7678;;553;463;5874;415;55;3;;315;41;271
SH;w;1987 - 1996;FDP;12733;;2274;1683;431;7013;214;724;;395;211;60
SH;w;1987 - 1996;DIE LINKE;5263;;94;785;21;193;2641;1311;;218;98;21
SH;w;1987 - 1996;GRÜNE;25373;18;647;4932;;337;963;17795;;681;32;178
SH;w;1987 - 1996;CSU;;;;;;;;;;;;
SH;w;1987 - 1996;Sonstige;15813;154;1207;2422;1185;1461;1068;2189;;6126;1479;1305
SH;w;1987 - 1996;dar. FREIE WÄHLER;1609;;340;181;106;292;;25;;665;586;
SH;w;1987 - 1996;dar. dieBasis;1783;;14;107;228;197;;110;;1126;8;1029
SH;w;1977 - 1986;Summe;121165;650;26874;32453;7574;11222;4495;25966;;11933;3261;3107
SH;w;1977 - 1986;Ungültig;596;423;21;;47;43;;;;63;;
SH;w;1977 - 1986;CDU;21794;;18230;1374;318;956;8;608;;300;97;45
SH;w;1977 - 1986;SPD;28064;55;1756;20841;155;693;370;3150;;1044;360;80
SH;w;1977 - 1986;AfD;8558;77;841;615;5835;541;50;;;600;199;217
SH;w;1977 - 1986;FDP;14440;;3303;1595;223;7451;132;659;;1077;381;307
SH;w;1977 - 1986;DIE LINKE;4895;42;38;1021;;45;2806;535;;407;127;119
SH;w;1977 - 1986;GRÜNE;27479;;1182;4661;67;554;530;19646;;838;125;8
SH;w;1977 - 1986;CSU;;;;;;;;;;;;
SH;w;1977 - 1986;Sonstige;15340;53;1502;2345;930;940;599;1367;;7605;1972;2331
SH;w;1977 - 1986;dar. FREIE WÄHLER;1804;;138;158;154;182;;22;;1150;1070;39
SH;w;1977 - 1986;dar. dieBasis;2654;;21;146;203;74;130;7;;2074;138;1921
SH;w;1962 - 1976;Summe;255806;1541;61120;75089;13327;23409;8519;52590;;20211;4930;6486
SH;w;1962 - 1976;Ungültig;1408;905;198;44;118;19;;;;125;65;60
SH;w;1962 - 1976;CDU;50226;21;44716;1171;345;1743;;1430;;801;257;205
SH;w;1962 - 1976;SPD;73017;73;3500;54912;511;2040;890;8968;;2123;436;216
SH;w;1962 - 1976;AfD;13898;;745;522;10920;742;145;168;;656;196;404
SH;w;1962 - 1976;FDP;28012;72;6743;3011;355;15459;235;1197;;941;198;401
SH;w;1962 - 1976;DIE LINKE;9304;51;255;1526;98;96;5404;1300;;573;142;56
SH;w;1962 - 1976;GRÜNE;53236;197;2554;9779;33;1091;987;37206;;1389;109;73
SH;w;1962 - 1976;CSU;;;;;;;;;;;;
