# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2018;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2017'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# Für das Bundesgebiet wurde eine separate Hochrechnung durchgeführt. Die Kumulation einzelner Merkmalsgruppen in den Länderergebnissen weichen daher geringfügig zu den entsprechenden Bundesergebnissen ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: FDP;Erststimme: AfD;Erststimme: Sonstige;Erststimme: dar. NPD;Erststimme: dar. FREIE WÄHLER
SL;Summe;1958 - 1972;DIE LINKE;24494;50;863;5401;16253;778;;212;534;402;0;19
SL;Summe;1958 - 1972;GRÜNE;13618;60;1695;4005;446;6794;;404;19;196;0;0
SL;Summe;1958 - 1972;FDP;12513;35;5195;1172;403;188;;5235;114;170;0;0
SL;Summe;1958 - 1972;AfD;21255;56;988;1164;842;67;;181;17812;146;79;0
SL;Summe;1958 - 1972;Sonstige;5350;123;628;510;915;196;;88;517;2374;187;318
SL;Summe;1958 - 1972;dar. NPD;904;3;70;120;167;29;;0;272;242;187;19
SL;Summe;1958 - 1972;dar. FREIE WÄHLER;1171;0;114;68;65;7;;19;13;885;0;252
SL;Summe;1948 - 1957;Summe;110752;1293;41293;35905;13748;3008;;4870;8978;1656;120;258
SL;Summe;1948 - 1957;Ungültig;1749;911;306;215;196;28;;53;40;0;0;0
SL;Summe;1948 - 1957;CDU;36854;68;33755;1246;173;384;;1017;165;46;0;0
SL;Summe;1948 - 1957;SPD;31109;31;1510;28172;680;437;;90;123;66;0;14
SL;Summe;1948 - 1957;DIE LINKE;16456;78;893;3125;11640;256;;152;225;85;0;0
SL;Summe;1948 - 1957;GRÜNE;4549;70;840;1695;213;1660;;70;0;0;0;0
SL;Summe;1948 - 1957;FDP;7657;35;3190;660;245;163;;3137;84;145;0;24
SL;Summe;1948 - 1957;AfD;10285;75;707;529;386;73;;325;8041;148;13;53
SL;Summe;1948 - 1957;Sonstige;2093;25;92;263;216;6;;25;299;1166;108;167
SL;Summe;1948 - 1957;dar. NPD;277;6;0;19;14;0;;3;128;108;108;0
SL;Summe;1948 - 1957;dar. FREIE WÄHLER;689;0;41;105;0;6;;0;37;500;0;130
SL;Summe;1947 und früher;Summe;130725;2885;62879;40570;9588;2274;;5521;6339;669;8;33
SL;Summe;1947 und früher;Ungültig;3603;1869;731;720;178;0;;7;97;0;0;0
SL;Summe;1947 und früher;CDU;59004;472;55810;1080;327;415;;719;64;115;0;0
SL;Summe;1947 und früher;SPD;37964;275;1459;35014;559;473;;66;117;0;0;0
SL;Summe;1947 und früher;DIE LINKE;11566;89;728;2242;8113;106;;97;156;34;0;8
SL;Summe;1947 und früher;GRÜNE;2646;30;435;672;156;1264;;67;22;0;0;0
SL;Summe;1947 und früher;FDP;7919;0;2929;467;85;8;;4339;47;44;0;0
SL;Summe;1947 und früher;AfD;7130;112;723;329;73;0;;226;5611;56;0;0
SL;Summe;1947 und früher;Sonstige;894;37;64;45;98;8;;0;225;418;8;25
SL;Summe;1947 und früher;dar. NPD;125;0;0;0;9;0;;0;108;8;8;0
SL;Summe;1947 und früher;dar. FREIE WÄHLER;207;0;0;0;3;0;;0;41;163;0;25
SL;m;Summe;Summe;290871;4261;95311;91640;34423;9895;;14367;33491;7484;525;479
SL;m;Summe;Ungültig;4475;2772;684;550;286;0;;41;141;1;0;0
SL;m;Summe;CDU;81721;399;74772;3007;718;829;;1345;348;305;10;12
SL;m;Summe;SPD;77128;359;3830;68511;1920;950;;414;645;501;36;15
SL;m;Summe;DIE LINKE;38946;160;1258;8286;26670;1026;;312;811;423;0;0
SL;m;Summe;GRÜNE;14495;128;2086;5200;645;5949;;141;96;249;0;1
SL;m;Summe;FDP;23674;37;9111;2068;560;286;;10894;310;408;0;0
SL;m;Summe;AfD;37686;220;2293;2283;1552;175;;775;29668;719;107;54
SL;m;Summe;Sonstige;12745;186;1277;1736;2072;680;;445;1472;4877;372;397
SL;m;Summe;dar. NPD;2195;6;79;197;254;51;;34;1032;542;372;53
SL;m;Summe;dar. FREIE WÄHLER;1955;0;254;217;29;31;;75;55;1293;0;289
SL;m;1993 - 1999;Summe;21678;370;5671;6615;2544;2223;;1843;1172;1239;26;11
SL;m;1993 - 1999;Ungültig;298;264;34;0;0;0;;0;0;0;0;0
SL;m;1993 - 1999;CDU;4277;53;3663;169;15;199;;145;0;34;0;0
SL;m;1993 - 1999;SPD;4882;0;655;3820;70;172;;82;21;63;10;0
SL;m;1993 - 1999;DIE LINKE;2946;43;103;564;1720;348;;0;19;149;0;0
SL;m;1993 - 1999;GRÜNE;2556;0;353;863;215;993;;0;53;78;0;1
SL;m;1993 - 1999;FDP;2611;0;515;477;91;78;;1330;52;68;0;0
SL;m;1993 - 1999;AfD;1555;0;69;236;116;29;;122;914;69;16;0
SL;m;1993 - 1999;Sonstige;2552;11;280;485;318;404;;164;114;777;0;10
SL;m;1993 - 1999;dar. NPD;195;0;3;25;6;22;;0;96;43;0;0
SL;m;1993 - 1999;dar. FREIE WÄHLER;143;0;90;13;29;0;;0;0;10;0;10
SL;m;1983 - 1992;Summe;33470;685;8852;9907;4601;1202;;2182;4333;1707;117;196
SL;m;1983 - 1992;Ungültig;614;486;41;3;0;0;;41;41;0;0;0
SL;m;1983 - 1992;CDU;7021;34;6140;419;9;139;;108;83;89;0;0
SL;m;1983 - 1992;SPD;7822;80;556;6540;388;79;;79;96;3;0;0
SL;m;1983 - 1992;DIE LINKE;4530;0;109;1186;2955;112;;2;84;82;0;0
SL;m;1983 - 1992;GRÜNE;1371;0;199;408;67;625;;16;9;47;0;0
SL;m;1983 - 1992;FDP;3764;24;1226;438;136;72;;1680;71;116;0;0
SL;m;1983 - 1992;AfD;4730;0;276;457;165;11;;144;3551;125;10;0
SL;m;1983 - 1992;Sonstige;3619;60;304;458;881;163;;111;398;1245;107;195
SL;m;1983 - 1992;dar. NPD;526;0;34;3;126;0;;0;242;120;107;0
SL;m;1983 - 1992;dar. FREIE WÄHLER;471;0;29;0;0;0;;0;0;442;0;175
SL;m;1973 - 1982;Summe;34406;423;10743;8881;4030;953;;1999;5810;1567;4;82
SL;m;1973 - 1982;Ungültig;328;234;68;25;0;0;;0;0;1;0;0
SL;m;1973 - 1982;CDU;8380;1;7687;380;61;81;;55;29;87;0;12
SL;m;1973 - 1982;SPD;7140;62;453;6000;250;35;;66;85;188;0;0
SL;m;1973 - 1982;DIE LINKE;4586;25;278;871;3080;108;;76;107;40;0;0
SL;m;1973 - 1982;GRÜNE;2026;22;370;813;40;675;;52;15;40;0;0
SL;m;1973 - 1982;FDP;2964;0;1240;186;31;11;;1439;7;49;0;0
SL;m;1973 - 1982;AfD;6584;26;334;349;335;0;;145;5192;202;0;1
SL;m;1973 - 1982;Sonstige;2399;52;312;258;232;42;;166;376;960;4;70
SL;m;1973 - 1982;dar. NPD;555;3;0;43;34;0;;34;326;115;4;53
SL;m;1973 - 1982;dar. FREIE WÄHLER;479;0;101;41;0;19;;75;0;243;0;11
SL;m;1958 - 1972;Summe;88507;703;25993;29985;11003;3513;;3408;12190;1712;263;45
SL;m;1958 - 1972;Ungültig;674;484;52;97;41;0;;0;0;0;0;0
SL;m;1958 - 1972;CDU;22653;51;20179;1149;372;302;;396;126;78;10;0
SL;m;1958 - 1972;SPD;24661;6;961;22389;468;221;;124;289;204;26;1
SL;m;1958 - 1972;DIE LINKE;12755;47;323;2922;8652;305;;41;377;88;0;0
SL;m;1958 - 1972;GRÜNE;5501;53;637;2066;142;2510;;10;0;84;0;0
SL;m;1958 - 1972;FDP;6446;7;2930;390;136;43;;2741;114;85;0;0
SL;m;1958 - 1972;AfD;13224;23;601;632;663;67;;93;11007;137;79;0
SL;m;1958 - 1972;Sonstige;2594;34;311;339;530;65;;4;276;1036;148;44
SL;m;1958 - 1972;dar. NPD;630;0;42;107;74;29;;0;228;151;148;0
SL;m;1958 - 1972;dar. FREIE WÄHLER;323;0;34;68;0;7;;0;0;214;0;15
SL;m;1948 - 1957;Summe;54036;569;18236;17843;7367;1292;;2286;5520;922;110;131
SL;m;1948 - 1957;Ungültig;764;389;151;91;129;0;;0;3;0;0;0
SL;m;1948 - 1957;CDU;15571;7;14382;600;58;55;;375;79;16;0;0
SL;m;1948 - 1957;SPD;15562;13;714;14055;369;233;;54;81;43;0;14
SL;m;1948 - 1957;DIE LINKE;8332;22;274;1432;6224;110;;141;81;47;0;0
SL;m;1948 - 1957;GRÜNE;2068;53;395;739;105;747;;28;0;0;0;0
SL;m;1948 - 1957;FDP;4059;6;1841;326;151;73;;1555;20;87;0;0
SL;m;1948 - 1957;AfD;6540;64;449;419;218;68;;133;5061;129;2;53
SL;m;1948 - 1957;Sonstige;1139;15;29;182;112;6;;0;194;601;108;64
SL;m;1948 - 1957;dar. NPD;242;3;0;19;14;0;;0;99;108;108;0
SL;m;1948 - 1957;dar. FREIE WÄHLER;419;0;0;94;0;6;;0;15;304;0;63
SL;m;1947 und früher;Summe;58775;1511;25816;18409;4878;711;;2648;4464;337;6;14
SL;m;1947 und früher;Ungültig;1799;915;337;334;116;0;;0;97;0;0;0
SL;m;1947 und früher;CDU;23819;254;22721;289;202;53;;267;30;2;0;0
SL;m;1947 und früher;SPD;17062;198;490;15708;375;210;;8;73;0;0;0
SL;m;1947 und früher;DIE LINKE;5798;23;172;1312;4038;42;;52;143;17;0;0
SL;m;1947 und früher;GRÜNE;974;0;132;312;78;399;;34;19;0;0;0
SL;m;1947 und früher;FDP;3830;0;1359;251;14;8;;2149;47;3;0;0
SL;m;1947 und früher;AfD;5053;108;564;189;55;0;;138;3942;56;0;0
SL;m;1947 und früher;Sonstige;442;14;41;15;0;0;;0;114;259;6;14
SL;m;1947 und früher;dar. NPD;47;0;0;0;0;0;;0;41;6;6;0
SL;m;1947 und früher;dar. FREIE WÄHLER;120;0;0;0;0;0;;0;41;80;0;14
SL;w;Summe;Summe;304540;4251;115960;96940;30573;16071;;13832;20042;6871;130;900
SL;w;Summe;Ungültig;5678;3056;1075;874;225;115;;79;198;55;0;0
SL;w;Summe;CDU;107852;399;95305;5263;1049;2588;;2277;394;576;4;94
SL;w;Summe;SPD;81767;163;4341;71909;2121;1683;;498;727;325;0;53
SL;w;Summe;DIE LINKE;36502;180;2278;7566;23644;1416;;267;532;618;0;49
SL;w;Summe;GRÜNE;20622;53;3218;6134;1027;9316;;564;42;268;0;6
SL;w;Summe;FDP;20803;58;7661;2582;476;312;;9314;124;278;3;24
SL;w;Summe;AfD;21234;49;1179;1488;664;64;;491;17027;271;20;72
SL;w;Summe;Sonstige;10083;291;903;1125;1367;577;;342;998;4479;104;602
SL;w;Summe;dar. NPD;1187;43;48;35;115;29;;56;586;274;103;71
SL;w;Summe;dar. FREIE WÄHLER;2059;8;192;51;191;22;;25;35;1534;0;402
SL;w;1993 - 1999;Summe;19294;436;5313;6546;1993;1809;;1123;1082;992;9;75
SL;w;1993 - 1999;Ungültig;720;380;86;60;33;0;;0;161;0;0;0
SL;w;1993 - 1999;CDU;4599;25;3605;503;48;178;;165;10;66;0;0
SL;w;1993 - 1999;SPD;4481;0;370;3661;191;65;;67;113;13;0;0
SL;w;1993 - 1999;DIE LINKE;2474;0;157;544;1282;400;;2;0;89;0;0
SL;w;1993 - 1999;GRÜNE;2538;0;397;1023;70;1029;;6;0;13;0;0
SL;w;1993 - 1999;FDP;1768;0;546;327;0;35;;820;7;33;0;0
SL;w;1993 - 1999;AfD;1244;0;40;203;106;34;;22;776;63;9;0
SL;w;1993 - 1999;Sonstige;1472;32;113;227;263;68;;40;15;715;0;75
SL;w;1993 - 1999;dar. NPD;18;3;0;0;0;0;;0;15;0;0;0
SL;w;1993 - 1999;dar. FREIE WÄHLER;190;0;0;20;3;0;;6;0;160;0;22
SL;w;1983 - 1992;Summe;32921;376;10600;11124;3389;2201;;1490;2271;1471;57;122
SL;w;1983 - 1992;Ungültig;364;256;75;0;0;0;;0;0;33;0;0
SL;w;1983 - 1992;CDU;9895;42;8048;911;214;350;;144;157;29;0;0
SL;w;1983 - 1992;SPD;8159;2;468;7035;254;209;;45;60;86;0;0
SL;w;1983 - 1992;DIE LINKE;3701;0;200;798;2377;249;;3;0;75;0;0
SL;w;1983 - 1992;GRÜNE;3060;0;493;1088;212;1092;;63;20;92;0;6
SL;w;1983 - 1992;FDP;2832;0;916;623;44;7;;1129;53;60;3;0
SL;w;1983 - 1992;AfD;2239;0;160;275;67;25;;21;1644;47;0;0
SL;w;1983 - 1992;Sonstige;2672;76;241;394;221;269;;86;337;1049;53;116
SL;w;1983 - 1992;dar. NPD;424;34;19;19;6;0;;0;240;106;53;53
SL;w;1983 - 1992;dar. FREIE WÄHLER;282;8;32;0;0;22;;0;0;218;0;46
SL;w;1973 - 1982;Summe;35612;429;11506;11032;4064;1894;;1796;3679;1211;9;248
SL;w;1973 - 1982;Ungültig;603;279;205;62;14;41;;0;0;0;0;0
SL;w;1973 - 1982;CDU;10951;0;8871;939;160;271;;444;29;236;0;79
SL;w;1973 - 1982;SPD;8484;34;364;7391;317;230;;7;88;53;0;53
SL;w;1973 - 1982;DIE LINKE;4695;55;205;1121;2894;83;;34;217;86;0;22
SL;w;1973 - 1982;GRÜNE;2754;0;522;768;256;1131;;28;0;51;0;0
SL;w;1973 - 1982;FDP;2449;0;1015;300;0;36;;1098;0;0;0;0
SL;w;1973 - 1982;AfD;3899;0;176;229;126;0;;80;3155;133;0;71
SL;w;1973 - 1982;Sonstige;1778;61;147;222;297;101;;106;191;652;9;23
SL;w;1973 - 1982;dar. NPD;357;0;0;3;6;29;;53;191;75;9;0
SL;w;1973 - 1982;dar. FREIE WÄHLER;384;0;39;20;119;0;;0;0;206;0;20
SL;w;1958 - 1972;Summe;88046;912;28421;28016;10036;6888;;3964;7678;2131;43;308
SL;w;1958 - 1972;Ungültig;1202;665;160;242;49;46;;19;0;23;0;0
SL;w;1958 - 1972;CDU;25940;54;22319;1474;387;1098;;428;78;102;4;16
SL;w;1958 - 1972;SPD;24193;32;1376;20398;864;711;;285;379;150;0;0
SL;w;1958 - 1972;DIE LINKE;11739;4;540;2479;7601;473;;171;157;313;0;19
SL;w;1958 - 1972;GRÜNE;8118;7;1059;1939;304;4285;;394;19;111;0;0
SL;w;1958 - 1972;FDP;6068;29;2265;782;268;145;;2494;0;85;0;0
SL;w;1958 - 1972;AfD;8031;34;386;531;179;0;;88;6804;9;0;0
SL;w;1958 - 1972;Sonstige;2756;89;317;171;385;131;;85;240;1338;39;274
SL;w;1958 - 1972;dar. NPD;274;3;29;13;93;0;;0;44;91;39;19
SL;w;1958 - 1972;dar. FREIE WÄHLER;848;0;80;0;65;0;;19;13;670;0;237
SL;w;1948 - 1957;Summe;56716;724;23057;18062;6381;1716;;2584;3457;734;11;127
SL;w;1948 - 1957;Ungültig;986;522;154;124;67;28;;53;37;0;0;0
SL;w;1948 - 1957;CDU;21282;61;19373;646;115;329;;642;85;31;0;0
SL;w;1948 - 1957;SPD;15546;18;796;14117;311;204;;36;42;23;0;0
SL;w;1948 - 1957;DIE LINKE;8124;55;620;1694;5416;146;;11;144;38;0;0
SL;w;1948 - 1957;GRÜNE;2480;16;445;957;108;913;;42;0;0;0;0
SL;w;1948 - 1957;FDP;3598;29;1349;333;93;89;;1582;64;58;0;24
SL;w;1948 - 1957;AfD;3745;11;258;111;168;6;;192;2980;19;11;0
SL;w;1948 - 1957;Sonstige;954;11;62;81;104;0;;25;105;566;0;103
SL;w;1948 - 1957;dar. NPD;35;3;0;0;0;0;;3;29;0;0;0
SL;w;1948 - 1957;dar. FREIE WÄHLER;269;0;41;11;0;0;;0;22;195;0;67
SL;w;1947 und früher;Summe;71949;1374;37063;22161;4710;1563;;2873;1874;331;2;19
SL;w;1947 und früher;Ungültig;1804;955;394;386;62;0;;7;0;0;0;0
SL;w;1947 und früher;CDU;35185;218;33089;790;125;362;;452;34;113;0;0
SL;w;1947 und früher;SPD;20902;77;969;19307;184;263;;58;45;0;0;0
SL;w;1947 und früher;DIE LINKE;5769;67;556;931;4074;65;;46;14;17;0;8
SL;w;1947 und früher;GRÜNE;1672;30;303;360;78;865;;32;3;0;0;0
SL;w;1947 und früher;FDP;4089;0;1570;216;71;0;;2190;0;41;0;0
SL;w;1947 und früher;AfD;2077;5;159;140;17;0;;87;1668;0;0;0
SL;w;1947 und früher;Sonstige;452;22;23;31;98;8;;0;111;160;2;11
SL;w;1947 und früher;dar. NPD;78;0;0;0;9;0;;0;67;2;2;0
SL;w;1947 und früher;dar. FREIE WÄHLER;86;0;0;0;3;0;;0;0;83;0;11
BE;Summe;Summe;Summe;1892134;26660;460296;391772;377564;230935;;105053;212211;87643;1597;6338
BE;Summe;Summe;Ungültig;23092;18619;2080;1029;475;277;;74;352;185;3;0
BE;Summe;Summe;CDU;424321;1674;336411;25590;17155;21242;;14131;4412;3706;45;252
BE;Summe;Summe;SPD;334253;1241;16736;249991;31466;24420;;3190;2961;4247;37;210
BE;Summe;Summe;DIE LINKE;351170;511;7721;32796;265549;28064;;1639;3146;11744;71;205
BE;Summe;Summe;GRÜNE;234947;452;15494;51503;23379;136183;;1743;427;5766;0;82
BE;Summe;Summe;FDP;167046;804;59513;13151;5570;5649;;75852;3979;2529;83;200
BE;Summe;Summe;AfD;225170;584;12345;6342;8445;858;;4011;189538;3048;875;383
BE;Summe;Summe;Sonstige;132135;2775;9996;11369;25525;14243;;4412;7396;56419;484;5005
BE;Summe;Summe;dar. FREIE WÄHLER;6404;32;1085;450;596;224;;368;497;3154;34;2396
BE;Summe;1993 - 1999;Summe;111638;1687;19615;23355;24095;19841;;7026;6488;9532;113;148
BE;Summe;1993 - 1999;Ungültig;1435;1359;41;0;0;0;;34;0;0;0;0
BE;Summe;1993 - 1999;CDU;16501;43;10515;2100;630;1897;;975;54;288;0;2
BE;Summe;1993 - 1999;SPD;18289;33;1833;12052;1824;1652;;339;188;368;9;0
BE;Summe;1993 - 1999;DIE LINKE;22452;0;422;2294;15055;3162;;258;19;1243;15;0
BE;Summe;1993 - 1999;GRÜNE;19200;41;1780;3859;2783;9915;;114;20;687;0;0
BE;Summe;1993 - 1999;FDP;10198;26;3151;1194;471;484;;4418;180;276;0;0
BE;Summe;1993 - 1999;AfD;7645;0;804;349;177;58;;405;5386;467;89;0
BE;Summe;1993 - 1999;Sonstige;15918;185;1069;1508;3155;2673;;483;641;6203;0;145
BE;Summe;1993 - 1999;dar. FREIE WÄHLER;480;0;143;36;75;56;;47;37;85;0;85
BE;Summe;1983 - 1992;Summe;311546;3574;55188;59470;69925;56220;;14324;25898;26947;458;1542
BE;Summe;1983 - 1992;Ungültig;2927;2789;20;0;27;0;;0;0;91;0;0
BE;Summe;1983 - 1992;CDU;51958;55;36265;4352;2521;4868;;2056;553;1288;21;114
BE;Summe;1983 - 1992;SPD;47167;59;2266;31381;4948;5771;;513;602;1627;0;100
BE;Summe;1983 - 1992;DIE LINKE;67182;5;902;7617;45851;8127;;272;335;4073;3;55
BE;Summe;1983 - 1992;GRÜNE;53381;0;3121;10376;6130;31348;;304;132;1971;0;79
BE;Summe;1983 - 1992;FDP;23653;70;8067;2018;1191;1507;;9664;363;773;0;96
BE;Summe;1983 - 1992;AfD;27126;2;1455;1046;735;127;;570;22524;667;221;86
BE;Summe;1983 - 1992;Sonstige;38153;594;3093;2681;8521;4473;;945;1390;16457;213;1011
BE;Summe;1983 - 1992;dar. FREIE WÄHLER;1457;0;332;53;148;42;;0;139;743;0;473
BE;Summe;1973 - 1982;Summe;289406;2879;58557;55455;56483;50349;;14700;31070;19913;271;1091
BE;Summe;1973 - 1982;Ungültig;2435;2187;34;43;32;140;;0;0;0;0;0
BE;Summe;1973 - 1982;CDU;58252;120;40639;5115;3030;5057;;2560;828;901;0;94
BE;Summe;1973 - 1982;SPD;44429;105;1997;30925;4423;5015;;585;376;1003;0;71
BE;Summe;1973 - 1982;DIE LINKE;51447;49;939;4111;36801;5672;;198;376;3301;50;13
BE;Summe;1973 - 1982;GRÜNE;49789;86;2749;10023;4677;30141;;439;110;1565;0;2
BE;Summe;1973 - 1982;FDP;23561;101;8678;2157;974;1021;;9598;575;456;33;2
BE;Summe;1973 - 1982;AfD;32945;32;2131;1073;1119;135;;397;27590;466;125;32
BE;Summe;1973 - 1982;Sonstige;26547;200;1390;2007;5427;3167;;924;1215;12219;63;877
BE;Summe;1973 - 1982;dar. FREIE WÄHLER;963;0;132;37;33;40;;51;199;471;0;380
BE;Summe;1958 - 1972;Summe;528983;6934;118978;101991;97870;71360;;29141;80980;21730;438;2031
BE;Summe;1958 - 1972;Ungültig;5613;4839;232;257;84;34;;0;110;56;0;0
BE;Summe;1958 - 1972;CDU;111308;292;86870;6524;5421;6355;;3384;1600;860;24;42
BE;Summe;1958 - 1972;SPD;84349;244;3076;63192;8118;7348;;768;904;698;27;39
BE;Summe;1958 - 1972;DIE LINKE;89867;248;2328;7780;68698;7264;;406;1188;1954;0;74
BE;Summe;1958 - 1972;GRÜNE;73571;233;4493;15836;6259;44908;;502;58;1283;0;1
BE;Summe;1958 - 1972;FDP;46202;110;15824;2948;1654;1913;;21687;1401;666;50;60
BE;Summe;1958 - 1972;AfD;84069;146;3813;2132;2639;461;;1179;72788;912;237;175
BE;Summe;1958 - 1972;Sonstige;34006;820;2342;3323;4996;3077;;1215;2929;15303;99;1640
BE;Summe;1958 - 1972;dar. FREIE WÄHLER;1880;3;351;189;133;39;;128;70;967;34;681
BE;Summe;1948 - 1957;Summe;270200;4727;68373;58809;60473;21234;;15427;35005;6152;243;978
BE;Summe;1948 - 1957;Ungültig;4056;3037;430;190;243;17;;19;114;6;3;0
BE;Summe;1948 - 1957;CDU;62143;322;50574;3119;3032;1898;;2124;827;246;0;0
BE;Summe;1948 - 1957;SPD;51886;290;3023;39861;5078;2485;;461;290;398;0;0
BE;Summe;1948 - 1957;DIE LINKE;56136;77;1420;5672;44427;2810;;266;594;869;0;45
BE;Summe;1948 - 1957;GRÜNE;23901;42;1709;6043;2486;13202;;226;2;192;0;0
BE;Summe;1948 - 1957;FDP;23985;184;8425;2049;726;389;;11220;705;287;0;41
BE;Summe;1948 - 1957;AfD;37807;300;1798;828;2181;38;;599;31749;313;132;48
BE;Summe;1948 - 1957;Sonstige;10285;474;993;1046;2300;395;;512;723;3841;108;844
BE;Summe;1948 - 1957;dar. FREIE WÄHLER;1112;29;75;108;182;0;;54;51;614;0;505
BE;Summe;1947 und früher;Summe;380361;6860;139585;92692;68718;11931;;24435;32770;3370;74;549
BE;Summe;1947 und früher;Ungültig;6626;4408;1322;538;89;86;;21;128;33;0;0
BE;Summe;1947 und früher;CDU;124159;842;111548;4380;2520;1166;;3032;550;122;0;0
BE;Summe;1947 und früher;SPD;88132;509;4541;72580;7074;2149;;525;600;154;0;0
BE;Summe;1947 und früher;DIE LINKE;64087;132;1711;5323;54717;1030;;239;633;303;3;18
BE;Summe;1947 und früher;GRÜNE;15104;52;1641;5366;1045;6669;;158;104;69;0;0
BE;Summe;1947 und früher;FDP;39447;312;15368;2785;555;335;;19265;757;71;0;0
BE;Summe;1947 und früher;AfD;35579;103;2344;915;1593;38;;862;29501;223;71;42
BE;Summe;1947 und früher;Sonstige;7227;502;1109;805;1125;458;;333;497;2396;0;489
BE;Summe;1947 und früher;dar. FREIE WÄHLER;511;0;52;27;25;47;;88;0;273;0;273
BE;m;Summe;Summe;902264;12642;202610;186014;179341;96051;;50392;129543;45671;1011;2807
BE;m;Summe;Ungültig;10060;8728;546;344;177;70;;40;21;134;3;0
BE;m;Summe;CDU;177659;676;144471;9750;5919;7063;;5906;2027;1848;9;168
BE;m;Summe;SPD;160267;552;6943;120567;15958;10563;;1402;1602;2679;37;163
BE;m;Summe;DIE LINKE;169723;296;2828;16365;127954;12625;;672;1905;7078;68;202
BE;m;Summe;GRÜNE;101689;174;5637;23963;10333;57743;;928;118;2793;0;0
BE;m;Summe;FDP;86314;509;31649;6795;2681;2739;;37961;2230;1752;33;134
BE;m;Summe;AfD;138793;378;7342;3338;4951;289;;2022;118798;1675;572;138
BE;m;Summe;Sonstige;57759;1329;3195;4892;11368;4960;;1461;2842;27711;288;2001
BE;m;Summe;dar. FREIE WÄHLER;3067;32;564;264;141;10;;186;270;1600;34;1123
BE;m;1993 - 1999;Summe;54194;1039;9218;11998;11275;7751;;3924;3882;5107;113;35
BE;m;1993 - 1999;Ungültig;872;831;41;0;0;0;;0;0;0;0;0
BE;m;1993 - 1999;CDU;7329;43;4802;885;144;781;;449;27;199;0;0
BE;m;1993 - 1999;SPD;9678;0;560;6635;1033;971;;136;185;157;9;0
BE;m;1993 - 1999;DIE LINKE;10291;0;115;1222;7155;1080;;75;19;624;15;0
BE;m;1993 - 1999;GRÜNE;7718;0;603;1696;1220;3949;;98;0;153;0;0
BE;m;1993 - 1999;FDP;6313;26;2084;743;260;181;;2693;78;247;0;0
BE;m;1993 - 1999;AfD;4528;0;456;143;94;25;;234;3292;284;89;0
BE;m;1993 - 1999;Sonstige;7465;139;557;675;1368;764;;239;280;3443;0;35
BE;m;1993 - 1999;dar. FREIE WÄHLER;207;0;87;0;0;0;;47;37;35;0;35
BE;m;1983 - 1992;Summe;148986;1824;25428;28413;33640;22930;;7577;15319;13855;290;597
BE;m;1983 - 1992;Ungültig;1549;1502;0;0;0;0;;0;0;47;0;0
BE;m;1983 - 1992;CDU;22005;0;16432;1610;912;1619;;792;175;465;0;35
BE;m;1983 - 1992;SPD;22837;25;1052;15283;2544;2438;;229;253;1013;0;53
BE;m;1983 - 1992;DIE LINKE;33020;5;249;3919;22346;3672;;119;241;2469;0;55
BE;m;1983 - 1992;GRÜNE;21968;0;1178;4804;2375;12630;;168;42;771;0;0
BE;m;1983 - 1992;FDP;13359;70;4484;1157;631;751;;5643;169;455;0;67
BE;m;1983 - 1992;AfD;16227;0;750;392;411;54;;289;13935;397;153;57
BE;m;1983 - 1992;Sonstige;18021;222;1283;1248;4422;1766;;337;504;8238;137;330
BE;m;1983 - 1992;dar. FREIE WÄHLER;751;0;204;53;36;0;;0;54;405;0;235
BE;m;1973 - 1982;Summe;144965;1670;28002;27278;28746;20798;;7455;19294;11721;214;739
BE;m;1973 - 1982;Ungültig;1253;1175;9;0;0;68;;0;0;0;0;0
BE;m;1973 - 1982;CDU;25918;64;18989;1875;1285;1626;;1226;217;636;0;91
BE;m;1973 - 1982;SPD;22527;76;734;15713;2524;2146;;348;238;749;0;71
BE;m;1973 - 1982;DIE LINKE;27318;49;452;2382;19226;2693;;139;296;2082;50;13
BE;m;1973 - 1982;GRÜNE;21639;86;1183;4689;2060;12502;;181;42;895;0;0
BE;m;1973 - 1982;FDP;13169;101;4828;1335;430;621;;5143;318;393;33;0
