Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;WGr/EB;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
010;Herzogtum Lauenburg – Stormarn-Süd;SH;Brief;0;44689;273;44416;18847;11200;1880;4673;0;4050;3249;0;0;517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;44505;16707;9247;2369;4850;0;6816;3447;0;95;317;0;99;390;0;0;0;8;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0
011;Lübeck;SH;Brief;0;32811;450;32361;12582;10173;0;4878;0;1950;1990;0;0;551;0;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;32616;10752;7566;2705;4599;0;3953;2132;0;56;227;0;63;387;0;0;0;24;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;MV;Brief;0;36775;341;36434;12018;8313;6690;1752;0;1981;4148;0;185;984;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;242;36533;13246;6753;6473;1795;0;2441;4249;0;196;405;420;43;311;0;0;0;60;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;MV;Brief;0;32517;231;32286;11146;7490;5191;1661;0;1875;4205;0;149;569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;32369;12301;5260;5553;1450;0;2132;4298;0;189;280;401;60;271;0;0;0;49;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0
014;Rostock – Landkreis Rostock II;MV;Brief;0;43391;283;43108;13086;7617;11420;2862;0;2149;4298;0;0;428;0;201;927;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;43168;14342;6734;9218;3215;0;3018;4559;0;172;268;519;129;693;0;0;0;91;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0
015;Vorpommern-Rügen – Vorpommern-Greifswald I;MV;Brief;0;42867;273;42594;19826;5059;7209;1748;0;1373;6013;0;152;445;617;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;278;42589;14919;5330;8119;2816;0;3165;6049;0;174;351;819;80;426;0;0;0;72;0;0;0;0;0;0;269;0;0;0;0;0;0;0;0;0;0
016;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;MV;Brief;0;35700;386;35314;11298;5342;7590;1136;0;2503;6203;0;369;426;0;0;447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274;35426;12991;4553;6901;1041;0;2136;6141;0;348;244;461;39;301;0;0;0;61;0;0;0;0;0;0;209;0;0;0;0;0;0;0;0;0;0
017;Mecklenburgische Seenplatte II – Landkreis Rostock III;MV;Brief;0;33512;289;33223;13064;5254;6353;1473;0;1815;4376;0;203;565;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;33266;13121;4662;6064;1283;0;2047;4644;0;208;325;377;59;251;0;0;0;64;0;0;0;0;0;0;161;0;0;0;0;0;0;0;0;0;0
018;Hamburg-Mitte;HH;Brief;0;61583;415;61168;16760;17532;7293;8685;0;4620;3527;0;90;388;0;393;1789;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;61273;16653;13550;7789;9103;0;6533;3865;0;104;294;711;196;1321;0;0;0;46;0;0;0;0;0;0;404;430;38;0;0;0;0;0;0;0;236
019;Hamburg-Altona;HH;Brief;0;56445;299;56146;16802;14706;6384;8216;0;5799;2375;0;0;193;0;0;1303;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;194;56251;16397;10707;7262;9618;0;7364;2540;0;37;127;399;104;881;0;0;0;39;0;0;0;0;0;0;309;317;30;0;0;0;0;0;0;0;120
020;Hamburg-Eimsbüttel;HH;Brief;0;61937;449;61488;20401;17525;5433;9167;0;4717;3048;0;0;0;0;364;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;757;232;61705;19284;12794;6391;9674;0;7913;3118;0;46;127;500;169;900;0;0;0;30;0;0;0;0;0;0;265;315;33;0;0;0;0;0;0;0;146
021;Hamburg-Nord;HH;Brief;0;72504;577;71927;27138;20162;4492;9652;0;6638;3310;0;0;535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;72224;25594;14673;5549;9272;0;10991;3776;0;62;258;508;129;684;0;0;0;21;0;0;0;0;0;0;255;265;31;0;0;0;0;0;0;0;156
022;Hamburg-Wandsbek;HH;Brief;0;62301;453;61848;20879;20481;4701;4346;0;4903;4835;0;120;538;0;0;1045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;62008;20480;16010;4925;6032;0;7073;4946;0;112;313;647;144;661;0;0;0;17;0;0;0;0;0;0;265;218;25;0;0;0;0;0;0;0;140
023;Hamburg-Bergedorf – Harburg;HH;Brief;0;49443;500;48943;15931;16662;4320;3989;0;2661;4142;0;154;232;0;360;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415;322;49121;15593;12827;4503;4691;0;4741;4338;0;127;203;503;200;780;0;0;0;32;0;0;0;0;0;0;207;226;28;0;0;0;0;0;0;0;122
024;Aurich – Emden;NI;Brief;0;26363;475;25888;8362;11184;1451;2395;0;1388;0;416;0;655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;157;26206;8521;8405;1728;2340;0;2271;2050;96;36;153;260;8;181;0;0;0;3;0;0;0;0;0;0;55;28;4;29;0;0;0;0;0;0;38
025;Unterems;NI;Brief;0;30258;172;30086;15173;7970;1163;1853;0;1508;2127;0;0;0;0;0;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;30120;12697;7852;1516;2167;0;2696;2325;79;54;74;270;28;213;0;0;0;8;0;0;0;0;0;0;47;37;4;33;0;0;0;0;0;0;20
026;Friesland – Wilhelmshaven – Wittmund;NI;Brief;0;31298;319;30979;11260;11165;1586;1874;0;2145;2231;0;0;304;0;0;385;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;31090;11244;8725;1882;2323;0;3392;2411;75;46;205;350;23;226;0;0;0;15;0;0;0;0;0;0;58;29;8;34;0;0;0;0;0;0;44
027;Oldenburg – Ammerland;NI;Brief;0;39963;282;39681;13054;13035;2939;5285;0;2745;2108;0;0;328;0;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;39804;13210;9591;3202;5443;0;4563;2274;135;38;189;324;107;389;0;0;0;14;0;0;0;0;0;0;104;80;11;43;0;0;0;0;0;0;87
028;Delmenhorst – Wesermarsch – Oldenburg-Land;NI;Brief;0;32396;258;32138;11548;10131;1654;2866;0;3312;2197;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;32242;11697;8578;1882;2865;0;3662;2381;90;57;244;328;28;210;0;0;0;6;0;0;0;0;0;0;64;36;11;48;0;0;0;0;0;0;55
029;Cuxhaven – Stade II;NI;Brief;0;27694;214;27480;12386;7816;1556;1799;0;1484;2038;0;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;27576;11214;7001;1674;2100;0;2454;2170;60;57;201;272;39;183;0;0;0;3;0;0;0;0;0;0;58;20;6;28;0;0;0;0;0;0;36
030;Stade I – Rotenburg II;NI;Brief;0;33437;222;33215;14946;9192;1631;2708;0;2112;2278;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;118;33319;13361;7846;1921;3080;0;3468;2456;121;74;202;324;44;214;0;0;0;7;0;0;0;0;0;0;70;55;6;37;0;0;0;0;0;0;33
031;Mittelems;NI;Brief;0;29025;164;28861;15281;7224;1025;1796;0;2007;1264;0;0;0;0;0;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;28945;14404;6245;1302;2062;0;2893;1347;55;32;48;183;41;193;0;0;0;5;0;0;0;0;0;0;45;32;5;25;0;0;0;0;0;0;28
032;Cloppenburg – Vechta;NI;Brief;0;27604;240;27364;16188;5481;956;1499;0;1568;1515;0;0;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;27496;15219;4642;1011;1582;0;2869;1526;52;51;79;179;23;134;0;0;0;5;0;0;0;0;0;0;25;28;4;32;0;0;0;0;0;0;35
033;Diepholz – Nienburg I;NI;Brief;0;30351;247;30104;14070;7891;1377;2441;0;2263;2062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;30248;12046;7280;1665;2522;0;3518;2190;76;59;146;300;48;196;0;0;0;4;0;0;0;0;0;0;77;42;4;36;0;0;0;0;0;0;39
034;Osterholz – Verden;NI;Brief;0;30827;163;30664;12978;9151;2029;2323;0;1895;1939;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;116;30711;11750;7646;1964;3095;0;3036;2163;84;41;140;303;22;204;0;0;0;7;0;0;0;0;0;0;98;51;6;51;0;0;0;0;0;0;50
035;Rotenburg I – Heidekreis;NI;Brief;0;24390;131;24259;9198;9500;894;1392;0;1245;1700;0;0;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;24276;9533;6175;1271;2143;0;2306;1888;82;62;183;257;28;169;0;0;0;8;0;0;0;0;0;0;55;41;2;36;0;0;0;0;0;0;37
036;Harburg;NI;Brief;0;40001;285;39716;17215;10282;1904;3560;0;2706;3162;0;0;887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;39830;15531;8215;2208;3874;0;5053;3383;107;69;389;408;51;246;0;0;0;12;0;0;0;0;0;0;65;78;5;49;0;0;0;0;0;0;87
037;Lüchow-Dannenberg – Lüneburg;NI;Brief;0;34716;270;34446;11860;9142;2713;5967;0;2489;2275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;34578;11582;7608;2967;5159;0;3317;2316;97;46;147;395;81;304;0;0;0;9;0;0;0;0;0;0;304;106;11;65;0;0;0;0;0;0;64
038;Osnabrück-Land;NI;Brief;0;30810;182;30628;14870;7938;1315;2739;0;2186;1497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;123;30687;13493;7228;1577;2640;0;3224;1687;106;52;82;222;34;159;0;0;0;5;0;0;0;0;0;0;60;34;6;35;0;0;0;0;0;0;43
039;Stadt Osnabrück;NI;Brief;0;35980;472;35508;15331;10205;2370;3936;0;3454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;35880;14187;7730;2656;4753;0;3764;1552;148;29;66;263;60;324;0;0;0;4;0;0;0;0;0;0;125;79;20;53;0;0;0;0;0;0;67
040;Nienburg II – Schaumburg;NI;Brief;0;32068;214;31854;13875;9828;1194;2873;0;1626;2245;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;31937;11910;9076;1546;2670;0;3045;2614;102;57;102;365;26;202;0;0;0;13;0;0;0;0;0;0;73;44;3;42;0;0;0;0;0;0;47
041;Stadt Hannover I;NI;Brief;0;34103;236;33867;11543;11266;1766;3626;0;2532;2015;274;0;171;0;0;614;0;0;0;26;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;33950;10797;8561;2516;4459;0;4058;2140;159;50;123;310;40;424;0;0;0;9;0;0;0;0;0;0;110;74;15;44;0;0;0;0;0;0;61
042;Stadt Hannover II;NI;Brief;0;39263;256;39007;13088;12028;2951;4854;0;2419;2071;348;0;0;0;0;1136;0;0;0;51;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;39115;11182;9087;3839;6245;0;4492;2207;222;35;97;340;57;798;0;0;0;27;0;0;0;0;0;0;153;158;33;54;0;0;0;0;0;0;89
043;Hannover-Land I;NI;Brief;0;42767;231;42536;19078;13183;1684;2553;0;2350;3185;0;0;503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;42598;16699;10653;2028;3389;0;5088;3448;103;76;224;336;39;276;0;0;0;3;0;0;0;0;0;0;63;54;7;45;0;0;0;0;0;0;67
044;Celle – Uelzen;NI;Brief;0;35738;229;35509;16261;10192;1475;2336;0;2036;2838;0;0;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;35597;14148;8456;1747;3012;0;3921;3144;82;71;165;347;40;234;0;0;0;2;0;0;0;0;0;0;65;51;7;54;0;0;0;0;0;0;51
045;Gifhorn – Peine;NI;Brief;0;32366;208;32158;12685;11761;1393;2030;0;1738;2343;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;142;32224;12177;9281;1674;2410;0;3000;2568;97;70;125;334;26;251;0;0;0;16;0;0;0;0;0;0;52;49;3;39;0;0;0;0;0;0;52
046;Hameln-Pyrmont – Holzminden;NI;Brief;0;35534;278;35256;13295;12661;1818;2129;0;2298;2764;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;35330;12850;10525;1901;2627;0;3419;2898;146;79;93;381;39;170;0;0;0;10;0;0;0;0;0;0;72;34;7;29;0;0;0;0;0;0;50
047;Hannover-Land II;NI;Brief;0;44682;269;44413;17692;15881;1910;2478;0;2556;3187;296;0;413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;44493;16078;12685;2389;3750;0;4582;3542;162;99;191;378;42;305;0;0;0;9;0;0;0;0;0;0;86;73;13;56;0;0;0;0;0;0;53
048;Hildesheim;NI;Brief;0;40047;284;39763;15984;13301;1713;3596;0;2499;2670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;39872;14674;11105;2250;3854;0;3669;2894;124;76;111;411;44;313;0;0;0;10;0;0;0;0;0;0;115;78;11;59;0;0;0;0;0;0;74
049;Salzgitter – Wolfenbüttel;NI;Brief;0;33688;193;33495;11441;13528;1672;1668;0;1797;3020;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;178;33510;11794;10038;1909;2412;0;3039;3111;116;98;102;358;26;294;0;0;0;11;0;0;0;0;0;0;50;60;7;35;0;0;0;0;0;0;50
050;Braunschweig;NI;Brief;0;43961;304;43657;15317;15528;2808;3993;0;2596;2519;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;822;206;43755;14455;10725;3415;5343;0;4901;2745;229;73;131;429;78;779;0;0;0;34;0;0;0;0;0;0;127;118;9;53;0;0;0;0;0;0;111
051;Helmstedt – Wolfsburg;NI;Brief;0;31504;260;31244;12128;11181;1634;1650;0;2026;2378;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;162;31342;12197;8913;1756;2015;0;2791;2568;119;102;98;320;42;223;0;0;0;5;0;0;0;0;0;0;52;27;15;47;0;0;0;0;0;0;52
052;Goslar – Northeim – Osterode;NI;Brief;0;35569;303;35266;15427;11247;1749;2294;0;1830;2719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;35397;12899;10559;1895;2497;0;3451;2934;71;98;118;395;24;252;0;0;0;10;0;0;0;0;0;0;61;44;8;35;0;0;0;0;0;0;46
053;Göttingen;NI;Brief;0;45915;289;45626;16500;14578;2250;6162;0;2361;2324;332;0;409;0;0;673;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;45710;15222;11622;3548;5987;0;4726;2725;154;76;304;370;62;482;0;0;0;16;0;0;0;0;0;0;143;128;22;53;0;0;0;0;0;0;70
054;Bremen I;HB;Brief;0;52676;480;52196;14033;14609;5709;6857;0;7064;2635;0;0;0;0;0;1204;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;52421;15718;11981;6552;6953;0;6352;3020;177;44;141;0;0;761;0;0;0;31;0;0;0;0;0;0;365;0;24;43;0;0;0;94;0;0;165
055;Bremen II – Bremerhaven;HB;Brief;0;32087;336;31751;9373;9972;3208;2866;0;2575;2603;0;84;220;0;0;590;0;0;0;21;0;0;0;0;0;0;0;0;0;239;0;0;0;0;0;0;0;0;0;0;0;194;31893;9004;8923;3455;3174;0;3199;2825;142;90;162;0;0;442;0;0;0;16;0;0;0;0;0;0;163;0;21;28;0;0;0;137;0;0;112
056;Prignitz – Ostprignitz-Ruppin – Havelland I;BB;Brief;0;20957;170;20787;6759;5021;3864;806;0;857;2650;0;0;290;0;0;313;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;148;20809;6647;4309;3538;983;0;1352;2889;0;76;221;296;33;234;0;0;0;51;0;0;0;0;0;0;112;0;18;50;0;0;0;0;0;0;0
057;Uckermark – Barnim I;BB;Brief;0;26257;250;26007;8272;4981;5154;1310;0;1071;3911;0;0;652;0;0;544;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;26075;7654;4332;5214;1366;0;1593;4112;0;176;432;409;53;363;0;0;0;17;0;0;0;0;0;0;206;0;57;91;0;0;0;0;0;0;0
058;Oberhavel – Havelland II;BB;Brief;0;42903;401;42502;13620;9827;6172;2638;0;2555;5826;276;0;733;0;0;762;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;42550;13176;8271;5858;3063;0;3606;6067;0;193;507;856;74;539;0;0;0;13;0;0;0;0;0;0;179;0;56;92;0;0;0;0;0;0;0
059;Märkisch-Oderland – Barnim II;BB;Brief;0;36915;338;36577;10902;5753;8867;2292;0;1613;5683;0;0;1142;0;0;0;0;0;0;0;0;0;0;0;0;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;36636;9871;5732;8056;1902;0;2504;5847;0;157;690;758;72;481;0;0;0;38;0;0;0;0;0;0;276;0;153;99;0;0;0;0;0;0;0
060;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;BB;Brief;0;24124;272;23852;7968;6047;3715;980;0;1234;3033;173;0;584;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;23917;7266;4900;4047;1170;0;1804;3270;0;119;375;418;41;214;0;0;0;18;0;0;0;0;0;0;141;0;50;84;0;0;0;0;0;0;0
061;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;BB;Brief;0;54123;424;53699;14105;13672;8576;5147;0;4509;5002;316;0;795;0;0;1246;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;357;53766;14419;9931;9420;5786;0;5357;5609;0;110;523;954;117;841;0;0;0;32;0;0;0;0;0;0;433;0;94;140;0;0;0;0;0;0;0
062;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;BB;Brief;0;40561;393;40168;13124;7784;7041;2187;0;2019;6167;319;0;1347;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;40268;11759;6990;6790;2181;0;3223;6572;0;180;738;838;68;462;0;0;0;20;0;0;0;0;0;0;197;0;89;161;0;0;0;0;0;0;0
063;Frankfurt (Oder) – Oder-Spree;BB;Brief;0;29388;241;29147;8335;5117;5815;1224;0;1655;5043;166;200;582;0;0;543;0;0;0;95;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258;217;29171;7695;4956;5780;1486;0;2171;4999;0;202;433;536;55;415;0;0;0;60;0;0;0;0;0;0;205;0;77;101;0;0;0;0;0;0;0
064;Cottbus – Spree-Neiße;BB;Brief;0;29560;337;29223;9057;4924;4767;1325;0;1808;5763;0;0;0;0;0;764;0;0;0;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;291;29269;7902;4529;5096;1176;0;2520;6103;0;196;269;583;66;402;0;0;0;23;0;0;0;0;0;0;205;0;94;105;0;0;0;0;0;0;0
065;Elbe-Elster – Oberspreewald-Lausitz II;BB;Brief;0;20511;215;20296;6310;3349;3412;739;0;1336;3956;0;0;911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;174;20337;5953;3276;3301;648;0;1624;4080;0;178;439;371;28;188;0;0;0;26;0;0;0;0;0;0;113;0;21;91;0;0;0;0;0;0;0
066;Altmark;ST;Brief;0;16630;156;16474;5726;3099;3152;788;0;1187;1990;0;0;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;96;16534;5791;2781;3096;754;0;1308;2032;0;51;132;0;0;152;0;0;0;29;0;0;0;0;184;0;95;46;0;0;0;0;83;0;0;0;0
067;Börde – Jerichower Land;ST;Brief;0;23395;523;22872;9361;4205;4671;680;0;1836;0;0;988;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;23227;8166;3575;4008;833;0;2088;3261;0;120;367;0;0;158;0;0;0;26;0;0;0;0;312;0;100;52;0;0;0;0;161;0;0;0;0
068;Harz;ST;Brief;0;24999;265;24734;9801;4483;4908;902;0;1122;2937;0;0;499;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;24783;9114;4078;4501;1073;0;1857;3022;0;71;262;0;0;200;0;0;0;43;0;0;0;0;357;0;85;44;0;0;0;0;76;0;0;0;0
069;Magdeburg;ST;Brief;0;36131;272;35859;10549;8179;6768;2038;0;2935;3418;0;85;366;0;0;0;0;0;0;97;0;0;0;813;0;0;0;0;611;0;0;0;0;0;0;0;0;0;0;0;0;219;35912;10988;6100;6884;2517;0;3294;3668;0;109;269;0;0;558;0;0;0;59;0;0;0;0;628;0;187;253;0;0;0;0;398;0;0;0;0
070;Dessau – Wittenberg;ST;Brief;0;21029;215;20814;7858;2389;4037;1365;0;1182;2956;0;99;581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;144;20885;7333;2931;3872;948;0;1699;3012;0;111;352;0;0;158;0;0;0;20;0;0;0;0;235;0;83;37;0;0;0;0;94;0;0;0;0
071;Anhalt;ST;Brief;0;22173;221;21952;7919;2656;5013;526;0;1659;3460;0;112;507;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;22005;7844;2981;4101;633;0;1859;3485;0;125;306;0;0;132;0;0;0;55;0;0;0;0;291;0;76;32;0;0;0;0;85;0;0;0;0
072;Halle;ST;Brief;0;35197;295;34902;9762;8435;7672;1627;0;2397;3744;0;0;554;0;0;584;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;34943;10080;5070;7257;3142;0;3328;3893;0;106;322;0;0;651;0;0;0;76;0;0;0;0;461;0;251;198;0;0;0;0;108;0;0;0;0
073;Burgenland – Saalekreis;ST;Brief;0;23236;264;22972;8647;3087;4198;693;0;1674;3961;0;167;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;23043;7783;3155;3991;741;0;2003;4137;0;160;308;0;0;191;0;0;0;35;0;0;0;0;302;0;98;57;0;0;0;0;82;0;0;0;0
074;Mansfeld;ST;Brief;0;23165;272;22893;7747;3447;4481;805;0;2086;4098;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;182;22983;7307;3404;4360;673;0;2071;4047;0;114;186;0;0;162;0;0;0;40;0;0;0;0;339;0;129;40;0;0;0;0;111;0;0;0;0
075;Berlin-Mitte;BE;Brief;0;51038;486;50552;10435;11347;9427;9801;0;3743;3140;0;0;198;0;227;1639;0;0;0;67;52;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395;348;50690;10766;8434;10009;9247;0;5333;3288;277;0;111;526;90;1180;0;0;0;32;23;12;0;0;0;59;280;349;68;68;184;92;0;76;0;97;89
